        Time(s)         Temp(K)     Mc(t)/Mc(o)            HMX        INT249a         t_HONO             NO         ONTNTA            NO2        INT295a         c_HONO          ONNO2            H2O        INT202a        INT202c        INT296a     INT296a_RO        INT206e            N2O        INT325a        INT248a        INT233a        INT279a        INT279b        INT101a     INT202c_RO     INT128a_RO        CH2NNO2        INT128a            TAZ        INT132a    INT325a_RO1        INT235b        INT189b    INT325a_RO2        INT251c        INT205c        INT148a        CH2NCHO         INT91a        INT177a        INT120b           CH2O            HCN           CH2N         CH2NNO        INT121a        INT150a         INT75a         INT74a          CH2NH        INT186b     INT186b_RO        INT112c        INT112a        INT280a     INT280a_RO        INT232a    INT233a_RO1        INT159a       CH2NHCHO         INT86a        INT265a     INT235a_RO        INT161a        INT281a        INT251d        INT177b        INT133a    INT103c_cis            HNO             CO         CH2NCO         INT76a         NH2CHO          NH2NO        INT105a         INT75f            N2H        INT206a        INT206b        INT235a     INT159a_RO         INT85d          HCOOH         INT88d        INT162b        INT132d         INT85b        INT161f        INT131b         INT87d        INT115a        INT114a        INT131a        INT207a        INT177c        INT103e        INT191b        INT161b           HNCO         INT90b            CO2           ONNH          NH2CO         INT84f           OCHO            HCO         INT77a           HOCO       CH2NCOOH             N2
         50.001         560.650       3.976E-01      9.268E-02      6.444E-09      6.859E-03      3.041E-02      5.649E-04      1.440E-02      1.758E-10      2.102E-03      1.961E-02      3.228E-02      3.171E-10      2.774E-10      1.113E-12      3.362E-10      1.309E-07      2.907E-01      1.859E-12      1.109E-15      4.215E-11      4.413E-12      2.466E-12      1.710E-11      8.583E-18      5.327E-15      5.053E-06      3.903E-11      1.049E-08      5.623E-11      2.647E-12      8.253E-13      7.853E-09      2.272E-11      1.225E-12      5.168E-09      2.740E-16      1.183E-09      1.340E-10      8.084E-19      2.134E-08      2.119E-01      4.288E-02      5.885E-11      2.171E-08      1.155E-06      2.456E-09      2.640E-15      4.438E-13      1.218E-09      8.382E-17      1.849E-24      1.005E-23      1.939E-17      3.260E-13      4.902E-12      2.184E-13      7.821E-18      8.932E-17      4.550E-10      2.204E-08      1.313E-10      1.714E-12      4.904E-13      1.275E-10      1.350E-11      6.862E-13      3.068E-07      1.506E-10      1.298E-10      9.063E-03      5.829E-08      1.369E-10      2.885E-10      3.691E-11      1.849E-07      2.107E-11      2.201E-11      6.488E-20      2.646E-18      1.229E-15      4.467E-28      7.195E-28      1.030E-01      4.126E-17      2.795E-07      4.892E-10      4.472E-14      2.797E-13      1.562E-15      2.241E-12      1.125E-09      1.119E-13      6.131E-09      1.311E-09      6.033E-12      3.149E-13      5.324E-10      3.093E-12      1.416E-09      7.084E-15      3.463E-02      3.320E-13      4.572E-14      1.436E-21      9.822E-11      3.342E-03      1.060E-06      7.159E-07      2.194E-10      1.056E-01
         52.001         561.150       3.502E-01      8.208E-02      5.205E-09      6.817E-03      3.310E-02      6.193E-04      1.273E-02      1.406E-10      2.092E-03      1.886E-02      3.307E-02      2.270E-10      2.421E-10      8.980E-13      2.555E-10      1.049E-07      2.945E-01      1.427E-12      8.041E-16      4.185E-11      4.355E-12      2.436E-12      1.227E-11      7.606E-18      4.675E-15      4.586E-06      3.398E-11      1.066E-08      4.544E-11      1.990E-12      6.628E-13      6.487E-09      1.770E-11      9.431E-13      4.094E-09      1.976E-16      9.909E-10      1.218E-10      5.677E-19      1.871E-08      2.144E-01      4.202E-02      6.239E-11      2.490E-08      1.042E-06      2.192E-09      2.810E-15      4.086E-13      1.204E-09      8.358E-17      1.873E-24      1.007E-23      1.918E-17      3.219E-13      4.545E-12      2.094E-13      7.873E-18      6.832E-17      3.880E-10      1.838E-08      1.039E-10      1.289E-12      3.938E-13      9.878E-11      1.052E-11      5.282E-13      2.475E-07      1.207E-10      1.516E-10      9.764E-03      6.078E-08      1.345E-10      3.275E-10      4.074E-11      1.763E-07      2.016E-11      2.382E-11      4.954E-20      1.910E-18      9.305E-16      3.498E-28      5.657E-28      1.033E-01      3.476E-17      2.274E-07      3.999E-10      3.342E-14      2.048E-13      1.144E-15      2.036E-12      9.601E-10      8.526E-14      4.854E-09      1.016E-09      4.698E-12      2.424E-13      4.457E-10      2.594E-12      1.387E-09      6.978E-15      3.667E-02      3.874E-13      5.097E-14      1.584E-21      9.883E-11      3.032E-03      1.077E-06      6.482E-07      2.080E-10      1.069E-01
         54.001         561.650       3.066E-01      7.340E-02      4.263E-09      6.718E-03      3.578E-02      6.854E-04      1.118E-02      1.129E-10      2.064E-03      1.791E-02      3.375E-02      1.638E-10      2.127E-10      7.284E-13      1.887E-10      8.453E-08      2.977E-01      1.097E-12      5.877E-16      4.206E-11      4.313E-12      2.415E-12      8.879E-12      6.787E-18      4.132E-15      4.252E-06      2.980E-11      1.081E-08      3.694E-11      1.497E-12      5.320E-13      5.426E-09      1.378E-11      7.269E-13      3.290E-09      1.425E-16      8.403E-10      1.121E-10      3.969E-19      1.655E-08      2.163E-01      4.105E-02      6.717E-11      2.881E-08      9.513E-07      1.968E-09      3.013E-15      3.844E-13      1.230E-09      8.448E-17      1.923E-24      1.023E-23      1.924E-17      3.191E-13      4.202E-12      2.007E-13      8.023E-18      5.278E-17      3.349E-10      1.562E-08      8.222E-11      9.710E-13      3.161E-13      7.652E-11      8.186E-12      4.071E-13      1.993E-07      9.680E-11      1.776E-10      1.045E-02      6.555E-08      1.356E-10      3.845E-10      4.640E-11      1.716E-07      1.970E-11      2.647E-11      3.788E-20      1.322E-18      7.053E-16      2.765E-28      4.504E-28      1.037E-01      2.960E-17      1.857E-07      3.284E-10      2.531E-14      1.497E-13      8.370E-16      1.861E-12      8.259E-10      6.511E-14      3.899E-09      7.866E-10      3.657E-12      1.868E-13      3.705E-10      2.161E-12      1.405E-09      7.054E-15      3.850E-02      4.509E-13      5.864E-14      1.724E-21      9.922E-11      2.751E-03      1.082E-06      5.886E-07      2.009E-10      1.081E-01
         56.001         562.150       2.669E-01      6.624E-02      3.540E-09      6.571E-03      3.839E-02      7.652E-04      9.780E-03      9.098E-11      2.020E-03      1.680E-02      3.433E-02      1.192E-10      1.882E-10      5.945E-13      1.476E-10      6.860E-08      3.003E-01      8.452E-13      4.334E-16      4.276E-11      4.288E-12      2.403E-12      6.482E-12      6.097E-18      3.677E-15      4.008E-06      2.631E-11      1.094E-08      3.024E-11      1.128E-12      4.272E-13      4.596E-09      1.074E-11      5.613E-13      2.682E-09      1.028E-16      7.223E-10      1.041E-10      2.765E-19      1.470E-08      2.178E-01      3.998E-02      7.302E-11      3.342E-08      8.766E-07      1.771E-09      3.236E-15      3.676E-13      1.297E-09      8.647E-17      2.000E-24      1.054E-23      1.957E-17      3.175E-13      3.946E-12      1.923E-13      8.269E-18      4.113E-17      2.924E-10      1.353E-08      6.508E-11      7.320E-13      2.538E-13      5.932E-11      6.377E-12      3.143E-13      1.605E-07      7.784E-11      2.082E-10      1.111E-02      7.235E-08      1.400E-10      4.657E-10      5.443E-11      1.701E-07      1.962E-11      3.014E-11      2.899E-20      9.802E-19      5.350E-16      2.205E-28      3.633E-28      1.041E-01      2.549E-17      1.525E-07      2.711E-10      1.944E-14      1.093E-13      6.128E-16      1.714E-12      7.166E-10      4.994E-14      3.176E-09      6.094E-10      2.848E-12      1.442E-13      3.062E-10      1.791E-12      1.470E-09      7.306E-15      4.012E-02      5.233E-13      6.946E-14      1.851E-21      9.941E-11      2.497E-03      1.077E-06      5.362E-07      1.966E-10      1.092E-01
         58.001         562.650       2.308E-01      6.030E-02      2.980E-09      6.381E-03      4.090E-02      8.607E-04      8.517E-03      7.365E-11      1.964E-03      1.559E-02      3.482E-02      8.762E-11      1.676E-10      4.884E-13      1.158E-10      5.608E-08      3.026E-01      6.531E-13      3.225E-16      4.393E-11      4.276E-12      2.399E-12      4.777E-12      5.514E-18      3.295E-15      3.823E-06      2.339E-11      1.106E-08      2.493E-11      8.531E-13      3.431E-13      3.939E-09      8.380E-12      4.347E-13      2.218E-09      7.439E-17      6.301E-10      9.715E-11      1.922E-19      1.306E-08      2.189E-01      3.884E-02      7.978E-11      3.870E-08      8.117E-07      1.593E-09      3.468E-15      3.557E-13      1.406E-09      8.954E-17      2.103E-24      1.100E-23      2.016E-17      3.170E-13      3.721E-12      1.842E-13      8.613E-18      3.239E-17      2.582E-10      1.194E-08      5.156E-11      5.538E-13      2.039E-13      4.608E-11      4.977E-12      2.435E-13      1.296E-07      6.284E-11      2.438E-10      1.175E-02      8.096E-08      1.474E-10      5.794E-10      6.547E-11      1.712E-07      1.985E-11      3.501E-11      2.227E-20      7.235E-19      4.073E-16      1.777E-28      2.979E-28      1.046E-01      2.221E-17      1.260E-07      2.253E-10      1.515E-14      8.001E-14      4.496E-16      1.591E-12      6.271E-10      3.846E-14      2.625E-09      4.730E-10      2.223E-12      1.117E-13      2.520E-10      1.479E-12      1.582E-09      7.727E-15      4.155E-02      6.058E-13      8.438E-14      1.963E-21      9.940E-11      2.270E-03      1.062E-06      4.902E-07      1.940E-10      1.101E-01
         60.001         563.150       1.984E-01      5.533E-02      2.541E-09      6.156E-03      4.328E-02      9.751E-04      7.388E-03      5.986E-11      1.897E-03      1.431E-02      3.524E-02      6.501E-11      1.503E-10      4.039E-13      8.543E-11      4.622E-08      3.046E-01      5.065E-13      2.423E-16      4.558E-11      4.279E-12      2.403E-12      3.554E-12      5.020E-18      2.973E-15      3.675E-06      2.094E-11      1.116E-08      2.072E-11      6.476E-13      2.758E-13      3.415E-09      6.561E-12      3.379E-13      1.860E-09      5.397E-17      5.584E-10      9.078E-11      1.335E-19      1.158E-08      2.198E-01      3.765E-02      8.734E-11      4.460E-08      7.527E-07      1.426E-09      3.700E-15      3.469E-13      1.558E-09      9.372E-17      2.236E-24      1.161E-23      2.101E-17      3.176E-13      3.500E-12      1.763E-13      9.060E-18      2.580E-17      2.304E-10      1.074E-08      4.092E-11      4.212E-13      1.639E-13      3.590E-11      3.896E-12      1.892E-13      1.052E-07      5.103E-11      2.849E-10      1.238E-02      9.121E-08      1.578E-10      7.372E-10      8.039E-11      1.742E-07      2.033E-11      4.130E-11      1.719E-20      4.904E-19      3.116E-16      1.448E-28      2.489E-28      1.052E-01      1.959E-17      1.048E-07      1.885E-10      1.199E-14      5.871E-14      3.310E-16      1.492E-12      5.536E-10      2.976E-14      2.201E-09      3.682E-10      1.740E-12      8.684E-14      2.067E-10      1.218E-12      1.743E-09      8.309E-15      4.281E-02      6.998E-13      1.046E-13      2.057E-21      9.920E-11      2.066E-03      1.039E-06      4.496E-07      1.925E-10      1.110E-01
         62.001         563.650       1.694E-01      5.115E-02      2.196E-09      5.904E-03      4.550E-02      1.112E-03      6.389E-03      4.885E-11      1.821E-03      1.300E-02      3.560E-02      4.870E-11      1.356E-10      3.365E-13      7.329E-11      3.841E-08      3.062E-01      3.945E-13      1.839E-16      4.773E-11      4.295E-12      2.414E-12      2.670E-12      4.598E-18      2.699E-15      3.548E-06      1.886E-11      1.126E-08      1.736E-11      4.941E-13      2.220E-13      2.995E-09      5.156E-12      2.637E-13      1.583E-09      3.930E-17      5.033E-10      8.469E-11      9.264E-20      1.021E-08      2.205E-01      3.644E-02      9.560E-11      5.105E-08      6.968E-07      1.269E-09      3.923E-15      3.397E-13      1.758E-09      9.907E-17      2.401E-24      1.239E-23      2.213E-17      3.193E-13      3.352E-12      1.686E-13      9.618E-18      2.076E-17      2.079E-10      9.832E-09      3.254E-11      3.214E-13      1.319E-13      2.808E-11      3.062E-12      1.477E-13      8.589E-08      4.176E-11      3.315E-10      1.299E-02      1.030E-07      1.710E-10      9.544E-10      1.003E-10      1.787E-07      2.098E-11      4.928E-11      1.332E-20      0.000E+00      2.392E-16      1.192E-28      2.122E-28      1.058E-01      1.749E-17      8.781E-08      1.590E-10      9.626E-15      4.327E-14      2.449E-16      1.414E-12      4.929E-10      2.316E-14      1.872E-09      2.876E-10      1.367E-12      6.778E-14      1.693E-10      1.001E-12      1.956E-09      9.045E-15      4.392E-02      8.066E-13      1.317E-13      2.132E-21      9.879E-11      1.883E-03      1.010E-06      4.136E-07      1.916E-10      1.118E-01
         64.001         564.150       1.437E-01      4.760E-02      1.922E-09      5.633E-03      4.753E-02      1.276E-03      5.509E-03      4.001E-11      1.739E-03      1.171E-02      3.590E-02      3.685E-11      1.231E-10      2.823E-13      4.961E-11      3.220E-08      3.076E-01      3.088E-13      1.409E-16      5.043E-11      4.325E-12      2.433E-12      2.026E-12      4.239E-18      2.467E-15      3.430E-06      1.710E-11      1.135E-08      1.467E-11      3.792E-13      1.791E-13      2.656E-09      4.071E-12      2.069E-13      1.366E-09      2.875E-17      4.620E-10      7.871E-11      6.436E-20      8.927E-09      2.210E-01      3.522E-02      1.045E-10      5.796E-08      6.425E-07      1.120E-09      4.129E-15      3.332E-13      2.011E-09      1.057E-16      2.602E-24      1.335E-23      2.354E-17      3.221E-13      3.221E-12      1.613E-13      1.030E-17      1.689E-17      1.895E-10      9.165E-09      2.594E-11      2.468E-13      1.064E-13      2.206E-11      2.417E-12      1.158E-13      7.077E-08      3.449E-11      3.839E-10      1.359E-02      1.162E-07      1.867E-10      1.252E-09      1.265E-10      1.840E-07      2.173E-11      5.920E-11      1.039E-20      0.000E+00      1.849E-16      9.930E-29      1.853E-28      1.065E-01      1.581E-17      7.421E-08      1.353E-10      7.847E-15      3.205E-14      1.821E-16      1.358E-12      4.428E-10      1.813E-14      1.614E-09      2.256E-10      1.079E-12      5.316E-14      1.385E-10      8.228E-13      2.225E-09      9.931E-15      4.489E-02      9.282E-13      1.678E-13      2.188E-21      9.819E-11      1.720E-03      9.758E-07      3.817E-07      1.909E-10      1.126E-01
         66.001         564.650       1.210E-01      4.456E-02      1.704E-09      5.347E-03      4.935E-02      1.472E-03      4.739E-03      3.289E-11      1.653E-03      1.045E-02      3.615E-02      2.817E-11      1.125E-10      2.388E-13      4.507E-11      2.725E-08      3.087E-01      2.431E-13      1.091E-16      5.373E-11      4.371E-12      2.461E-12      1.553E-12      3.932E-18      2.269E-15      3.314E-06      1.561E-11      1.143E-08      1.252E-11      2.930E-13      1.448E-13      2.381E-09      3.232E-12      1.631E-13      1.195E-09      2.114E-17      4.324E-10      7.273E-11      4.479E-20      7.738E-09      2.214E-01      3.399E-02      1.138E-10      6.525E-08      5.892E-07      9.785E-10      4.313E-15      3.266E-13      2.321E-09      1.138E-16      2.846E-24      1.452E-23      2.528E-17      3.262E-13      3.118E-12      1.544E-13      1.113E-17      1.391E-17      1.747E-10      8.696E-09      2.075E-11      1.909E-13      8.604E-14      1.742E-11      1.919E-12      9.136E-14      5.895E-08      2.882E-11      4.423E-10      1.418E-02      1.306E-07      2.047E-10      1.656E-09      1.608E-10      1.896E-07      2.254E-11      7.135E-11      8.158E-21      0.000E+00      1.438E-16      8.366E-29      1.660E-28      1.072E-01      1.447E-17      6.329E-08      1.162E-10      6.495E-15      2.390E-14      1.364E-16      1.322E-12      4.014E-10      1.429E-14      1.412E-09      1.780E-10      8.566E-13      4.193E-14      1.133E-10      6.765E-13      2.556E-09      1.096E-14      4.573E-02      1.066E-12      2.152E-13      2.224E-21      9.739E-11      1.573E-03      9.376E-07      3.531E-07      1.903E-10      1.134E-01
         68.001         565.150       1.011E-01      4.195E-02      1.529E-09      5.055E-03      5.097E-02      1.710E-03      4.068E-03      2.712E-11      1.564E-03      9.268E-03      3.637E-02      2.177E-11      1.034E-10      2.037E-13      3.682E-11      2.330E-08      3.096E-01      1.926E-13      8.534E-17      5.774E-11      4.434E-12      2.498E-12      1.204E-12      3.671E-18      2.100E-15      3.194E-06      1.434E-11      1.150E-08      1.079E-11      2.282E-13      1.175E-13      2.159E-09      2.582E-12      1.295E-13      1.061E-09      1.565E-17      4.131E-10      6.675E-11      3.127E-20      6.641E-09      2.218E-01      3.278E-02      1.236E-10      7.280E-08      5.366E-07      8.461E-10      4.471E-15      3.192E-13      2.696E-09      1.237E-16      3.139E-24      1.593E-23      2.739E-17      3.317E-13      3.043E-12      1.479E-13      1.212E-17      1.160E-17      1.627E-10      8.398E-09      1.667E-11      1.487E-13      6.984E-14      1.385E-11      1.533E-12      7.252E-14      4.974E-08      2.440E-11      5.066E-10      1.475E-02      1.463E-07      2.250E-10      2.204E-09      2.052E-10      1.950E-07      2.335E-11      8.606E-11      6.476E-21      0.000E+00      1.127E-16      7.137E-29      1.528E-28      1.080E-01      1.343E-17      5.451E-08      1.007E-10      5.460E-15      1.796E-14      1.030E-16      1.308E-12      3.674E-10      1.134E-14      1.252E-09      1.413E-10      6.844E-13      3.328E-14      9.289E-11      5.573E-13      2.957E-09      1.212E-14      4.646E-02      1.224E-12      2.773E-13      2.243E-21      9.637E-11      1.442E-03      8.966E-07      3.275E-07      1.895E-10      1.143E-01
         70.001         565.650       8.388E-02      3.967E-02      1.391E-09      4.760E-03      5.237E-02      1.997E-03      3.487E-03      2.244E-11      1.474E-03      8.162E-03      3.655E-02      1.701E-11      9.576E-11      1.754E-13      3.047E-11      2.014E-08      3.104E-01      1.538E-13      6.754E-17      6.258E-11      4.518E-12      2.547E-12      9.435E-13      3.452E-18      1.958E-15      3.066E-06      1.326E-11      1.157E-08      9.398E-12      1.793E-13      9.585E-14      1.981E-09      2.079E-12      1.036E-13      9.546E-10      1.167E-17      4.030E-10      6.079E-11      2.194E-20      5.640E-09      2.220E-01      3.158E-02      1.338E-10      8.052E-08      4.849E-07      7.237E-10      4.599E-15      3.108E-13      3.144E-09      1.355E-16      3.492E-24      1.764E-23      2.995E-17      3.389E-13      2.996E-12      1.419E-13      1.332E-17      9.797E-18      1.534E-10      8.254E-09      1.347E-11      1.169E-13      5.696E-14      1.109E-11      1.234E-12      5.800E-14      4.257E-08      2.097E-11      5.768E-10      1.531E-02      1.630E-07      2.472E-10      2.942E-09      2.625E-10      2.001E-07      2.411E-11      1.036E-10      5.196E-21      0.000E+00      8.919E-17      6.167E-29      1.446E-28      1.087E-01      1.263E-17      4.746E-08      8.835E-11      4.664E-15      1.362E-14      7.848E-17      1.315E-12      3.396E-10      9.080E-15      1.126E-09      1.130E-10      5.509E-13      2.662E-14      7.639E-11      4.606E-13      3.435E-09      1.341E-14      4.709E-02      1.403E-12      3.578E-13      2.244E-21      9.516E-11      1.324E-03      8.538E-07      3.045E-07      1.885E-10      1.151E-01
         72.001         566.150       6.904E-02      3.768E-02      1.282E-09      4.468E-03      5.356E-02      2.346E-03      2.986E-03      1.862E-11      1.385E-03      7.146E-03      3.670E-02      1.346E-11      8.934E-11      1.525E-13      2.558E-11      1.762E-08      3.109E-01      1.239E-13      5.412E-17      6.840E-11      4.626E-12      2.610E-12      7.488E-13      3.269E-18      1.840E-15      2.929E-06      1.236E-11      1.164E-08      8.286E-12      1.423E-13      7.867E-14      1.839E-09      1.689E-12      8.355E-14      8.719E-10      8.777E-18      4.016E-10      5.493E-11      1.549E-20      4.740E-09      2.222E-01      3.041E-02      1.442E-10      8.828E-08      4.348E-07      6.125E-10      4.696E-15      3.013E-13      3.670E-09      1.497E-16      3.919E-24      1.971E-23      3.304E-17      3.481E-13      2.977E-12      1.365E-13      1.475E-17      8.392E-18      1.465E-10      8.259E-09      1.096E-11      9.289E-14      4.675E-14      8.959E-12      1.003E-12      4.679E-14      3.700E-08      1.830E-11      6.526E-10      1.586E-02      1.807E-07      2.712E-10      3.929E-09      3.356E-10      2.043E-07      2.478E-11      1.244E-10      4.221E-21      0.000E+00      7.127E-17      5.404E-29      1.406E-28      1.095E-01      1.206E-17      4.183E-08      7.842E-11      4.052E-15      1.044E-14      6.047E-17      1.345E-12      3.173E-10      7.341E-15      1.028E-09      9.115E-11      4.474E-13      2.148E-14      6.314E-11      3.827E-13      3.998E-09      1.481E-14      4.764E-02      1.607E-12      4.616E-13      2.229E-21      9.375E-11      1.218E-03      8.102E-07      2.837E-07      1.872E-10      1.160E-01
         74.001         566.650       5.636E-02      3.592E-02      1.198E-09      4.182E-03      5.454E-02      2.774E-03      2.556E-03      1.550E-11      1.298E-03      6.227E-03      3.683E-02      1.080E-11      8.404E-11      1.341E-13      2.178E-11      1.562E-08      3.113E-01      1.008E-13      4.395E-17      7.543E-11      4.763E-12      2.689E-12      6.024E-13      3.122E-18      1.743E-15      2.785E-06      1.162E-11      1.170E-08      7.404E-12      1.143E-13      6.509E-14      1.730E-09      1.386E-12      6.810E-14      8.085E-10      6.674E-18      4.085E-10      4.924E-11      1.103E-20      3.944E-09      2.223E-01      2.926E-02      1.548E-10      9.598E-08      3.868E-07      5.131E-10      4.761E-15      2.905E-13      4.285E-09      1.669E-16      4.437E-24      2.222E-23      3.677E-17      3.598E-13      2.988E-12      1.318E-13      1.649E-17      7.297E-18      1.417E-10      8.416E-09      8.993E-12      7.465E-14      3.868E-14      7.313E-12      8.228E-13      3.814E-14      3.267E-08      1.622E-11      7.338E-10      1.639E-02      1.991E-07      2.965E-10      5.243E-09      4.281E-10      2.075E-07      2.535E-11      1.486E-10      3.478E-21      0.000E+00      5.763E-17      4.808E-29      1.400E-28      1.103E-01      1.169E-17      3.736E-08      7.054E-11      3.582E-15      8.107E-15      4.719E-17      1.399E-12      3.001E-10      6.001E-15      9.527E-10      7.430E-11      3.672E-13      1.751E-14      5.254E-11      3.202E-13      4.654E-09      1.631E-14      4.810E-02      1.840E-12      5.940E-13      2.200E-21      9.216E-11      1.123E-03      7.665E-07      2.649E-07      1.856E-10      1.169E-01
         76.001         567.150       4.563E-02      3.434E-02      1.137E-09      3.905E-03      5.532E-02      3.302E-03      2.188E-03      1.294E-11      1.213E-03      5.405E-03      3.693E-02      8.794E-12      7.978E-11      1.194E-13      1.884E-11      1.406E-08      3.116E-01      8.304E-14      3.623E-17      8.396E-11      4.936E-12      2.789E-12      4.919E-13      3.009E-18      1.666E-15      2.633E-06      1.102E-11      1.176E-08      6.714E-12      9.304E-14      5.440E-14      1.650E-09      1.151E-12      5.617E-14      7.619E-10      5.139E-18      4.237E-10      4.380E-11      7.945E-21      3.253E-09      2.224E-01      2.813E-02      1.655E-10      1.035E-07      3.415E-07      4.258E-10      4.797E-15      2.786E-13      4.994E-09      1.878E-16      5.070E-24      2.528E-23      4.131E-17      3.744E-13      3.031E-12      1.279E-13      1.861E-17      6.451E-18      1.391E-10      8.738E-09      7.458E-12      6.079E-14      3.232E-14      6.042E-12      6.834E-13      3.146E-14      2.929E-08      1.461E-11      8.202E-10      1.691E-02      2.182E-07      3.230E-10      6.975E-09      5.441E-10      2.097E-07      2.578E-11      1.765E-10      2.913E-21      0.000E+00      4.722E-17      4.348E-29      1.423E-28      1.111E-01      1.152E-17      3.386E-08      6.440E-11      3.226E-15      6.386E-15      3.736E-17      1.479E-12      2.874E-10      4.970E-15      8.973E-10      6.129E-11      3.049E-13      1.444E-14      4.412E-11      2.702E-13      5.410E-09      1.790E-14      4.850E-02      2.104E-12      7.617E-13      2.158E-21      9.041E-11      1.037E-03      7.233E-07      2.478E-07      1.837E-10      1.177E-01
         78.000         567.650       3.662E-02      3.293E-02      1.096E-09      3.640E-03      5.591E-02      3.958E-03      1.874E-03      1.083E-11      1.132E-03      4.678E-03      3.700E-02      7.282E-12      7.649E-11      1.079E-13      1.639E-11      1.287E-08      3.117E-01      6.937E-14      3.036E-17      9.438E-11      5.154E-12      2.914E-12      4.085E-13      2.929E-18      1.609E-15      2.479E-06      1.056E-11      1.182E-08      6.187E-12      7.688E-14      4.602E-14      1.599E-09      9.695E-13      4.698E-14      7.303E-10      4.017E-18      4.475E-10      3.872E-11      5.800E-21      2.662E-09      2.225E-01      2.704E-02      1.762E-10      1.108E-07      2.995E-07      3.506E-10      4.804E-15      2.660E-13      5.805E-09      2.133E-16      5.848E-24      2.904E-23      4.687E-17      3.929E-13      3.118E-12      1.249E-13      2.120E-17      5.809E-18      1.388E-10      9.249E-09      6.265E-12      5.034E-14      2.735E-14      5.061E-12      5.756E-13      2.631E-14      2.666E-08      1.336E-11      9.115E-10      1.742E-02      2.378E-07      3.503E-10      9.237E-09      6.882E-10      2.106E-07      2.607E-11      2.084E-10      2.488E-21      0.000E+00      3.933E-17      4.004E-29      1.471E-28      1.119E-01      1.155E-17      3.119E-08      5.975E-11      2.963E-15      5.115E-15      3.008E-17      1.586E-12      2.793E-10      4.177E-15      8.597E-10      5.126E-11      2.568E-13      1.208E-14      3.747E-11      2.307E-13      6.274E-09      1.955E-14      4.884E-02      2.404E-12      9.716E-13      2.105E-21      8.851E-11      9.599E-04      6.812E-07      2.324E-07      1.814E-10      1.186E-01
         80.000         568.150       2.913E-02      3.164E-02      1.076E-09      3.388E-03      5.633E-02      4.780E-03      1.606E-03      9.097E-12      1.055E-03      4.039E-03      3.705E-02      6.142E-12      7.417E-11      9.902E-14      2.044E-12      1.198E-08      3.116E-01      5.828E-14      2.592E-17      1.072E-10      5.426E-12      3.070E-12      3.455E-13      2.883E-18      1.571E-15      2.324E-06      1.024E-11      1.188E-08      5.805E-12      6.287E-14      3.980E-14      1.576E-09      8.237E-13      3.954E-14      7.124E-10      3.192E-18      4.802E-10      3.403E-11      4.301E-21      2.165E-09      2.225E-01      2.596E-02      1.870E-10      1.179E-07      2.613E-07      2.868E-10      4.785E-15      2.529E-13      6.724E-09      2.448E-16      6.815E-24      3.371E-23      5.372E-17      4.160E-13      3.847E-12      1.230E-13      2.441E-17      5.404E-18      1.409E-10      9.990E-09      5.441E-12      4.607E-14      2.365E-14      4.267E-12      4.890E-13      2.215E-14      2.460E-08      1.238E-11      1.007E-09      1.791E-02      2.578E-07      3.780E-10      1.218E-08      8.659E-10      2.103E-07      2.621E-11      2.444E-10      2.263E-21      0.000E+00      3.549E-17      3.780E-29      1.543E-28      1.126E-01      1.180E-17      2.924E-08      5.643E-11      2.779E-15      4.173E-15      2.467E-17      1.724E-12      2.759E-10      3.601E-15      8.381E-10      4.311E-11      2.182E-13      1.017E-14      3.249E-11      2.008E-13      7.253E-09      2.126E-14      4.911E-02      2.745E-12      1.233E-12      2.042E-21      8.649E-11      8.904E-04      6.404E-07      2.183E-07      1.789E-10      1.195E-01
         82.000         568.650       2.295E-02      3.046E-02      1.076E-09      3.150E-03      5.658E-02      5.819E-03      1.379E-03      7.665E-12      9.816E-04      3.483E-03      3.708E-02      5.289E-12      7.283E-11      9.264E-14      1.367E-11      1.138E-08      3.114E-01      5.097E-14      2.259E-17      1.232E-10      5.768E-12      3.265E-12      2.983E-13      2.873E-18      1.554E-15      2.172E-06      1.005E-11      1.193E-08      5.553E-12      5.556E-14      3.445E-14      1.580E-09      7.236E-13      3.459E-14      7.102E-10      2.588E-18      5.227E-10      2.980E-11      3.254E-21      1.753E-09      2.225E-01      2.492E-02      1.977E-10      1.245E-07      2.270E-07      2.335E-10      4.745E-15      2.398E-13      7.760E-09      2.840E-16      8.029E-24      3.956E-23      6.225E-17      4.450E-13      3.388E-12      1.222E-13      2.842E-17      4.990E-18      1.457E-10      1.102E-08      4.629E-12      3.634E-14      2.047E-14      3.738E-12      4.295E-13      1.937E-14      2.300E-08      1.163E-11      1.108E-09      1.838E-02      2.781E-07      4.059E-10      1.595E-08      1.082E-09      2.089E-07      2.621E-11      2.846E-10      1.784E-21      0.000E+00      2.874E-17      3.599E-29      1.626E-28      1.133E-01      1.230E-17      2.796E-08      5.434E-11      2.666E-15      3.476E-15      2.066E-17      1.896E-12      2.770E-10      3.108E-15      8.350E-10      3.775E-11      1.916E-13      8.900E-15      2.818E-11      1.755E-13      8.354E-09      2.301E-14      4.934E-02      3.130E-12      1.554E-12      1.971E-21      8.438E-11      8.279E-04      6.014E-07      2.055E-07      1.762E-10      1.204E-01
