        Time(s)         Temp(K)     Mc(t)/Mc(o)              1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84             85             86             87             88             89             90             91             92             93             94             95             96             97             98             99            100            101            102            103            104            105            106            107            108            109            110            111            112            113            114            115            116            117            118            119            120            121            122            123            124            125            126            127            128            129            130            131            132            133            134            135            136            137            138            139            140            141            142            143            144            145            146            147            148            149            150            151            152            153            154            155            156            157
        118.000         577.650       7.494E-05      3.183E-08      4.309E-07      2.126E-06      2.126E-06     -1.513E+01      2.390E+00      6.366E+00     -8.756E+00     -8.754E+00      4.338E-13      5.347E-13      2.109E-04      2.109E-04      2.109E-04      2.648E-06      1.085E-09      1.085E-09      1.277E-06      2.113E-04      1.175E-04      2.113E-04      1.175E-04      1.087E-09      3.908E-10      3.919E-10     -3.954E-10      4.028E-10      3.296E-04      1.366E-06      1.366E-06      1.366E-06      1.282E-06      1.282E-06      1.282E-06      1.123E-11      1.123E-11      7.546E-13      7.546E-13      2.163E-09      5.962E-05     -2.870E-05      3.020E-05      1.757E-06      1.770E-06      1.770E-06      2.668E-04      2.668E-04      2.668E-04      7.861E-08      1.255E-16      9.756E-15      4.000E-08      4.000E-08      1.888E-11      3.739E-16      4.664E-16      4.675E-16     -4.677E-16      1.188E-04      1.188E-04      1.188E-04      3.417E-10      3.470E-10     -1.421E-14      3.994E-14     -7.201E-10      3.296E-04      1.367E-06      1.367E-06      1.367E-06      1.282E-06      1.282E-06      1.282E-06      2.221E-06      2.224E-06      2.224E-06      7.661E-07      7.705E-07      6.245E-09      5.307E-08      9.765E-05      2.257E-05      7.626E-06      1.194E-07      3.434E-09      1.690E-11      1.550E-09      1.144E-07      2.265E-04      2.265E-04      2.265E-04     -2.424E-05     -9.418E-06      1.068E-19      5.029E-16      2.577E-12      2.577E-12     -2.265E-19     -2.537E-12     -2.537E-12      3.258E-21      3.318E-21      2.491E-04      8.024E-05      1.597E-14      1.598E-14      3.293E-04      3.293E-04      3.293E-04      3.381E-07     -1.021E-13      4.142E-10      3.377E-07      4.142E-10      4.142E-10      8.646E-11      1.366E-06      1.367E-06      3.973E-07      3.973E-07      1.282E-06      1.282E-06      1.282E-06      1.282E-06      1.282E-06      9.692E-07      9.692E-07      9.692E-07      1.767E-04      1.180E-07      1.180E-07      2.903E-12      1.195E-07      1.179E-07      1.179E-07     -4.072E-13      1.195E-07      1.127E-04      1.138E-04      3.518E-21     -1.996E-22      1.539E-21      1.598E-05      2.694E-14     -1.364E-04      7.672E-05      7.672E-05      7.079E-05      5.107E-05      3.602E-07      4.186E-05      2.586E-05      3.629E-12      2.392E-08     -3.199E-08      2.512E-08      2.512E-08
        120.000         578.150       4.874E-05      2.640E-08      3.820E-07      1.768E-06      1.768E-06     -1.697E+01      2.680E+00      7.144E+00     -9.825E+00     -9.828E+00      3.248E-13      4.003E-13      1.633E-04      1.633E-04      1.633E-04      2.106E-06      8.128E-10      8.128E-10      9.864E-07      1.636E-04      9.103E-05      1.636E-04      9.103E-05      8.149E-10      3.088E-10      3.088E-10     -3.090E-10      3.208E-10      2.553E-04      1.087E-06      1.087E-06      1.087E-06      1.019E-06      1.019E-06      1.019E-06      8.885E-12      8.885E-12      6.122E-13      6.122E-13      1.621E-09      4.654E-05     -3.799E-05      2.203E-05      1.446E-06      1.459E-06      1.459E-06      2.233E-04      2.233E-04      2.233E-04      6.215E-08      7.608E-17     -1.276E-13      3.142E-08      3.142E-08      1.230E-11      2.814E-16      3.663E-16      3.663E-16     -3.663E-16      9.201E-05      9.201E-05      9.201E-05      2.557E-10      2.678E-10      5.828E-14      2.995E-14      6.174E-09      2.553E-04      1.087E-06      1.087E-06      1.087E-06      1.019E-06      1.019E-06      1.019E-06      1.775E-06      1.782E-06      1.778E-06      5.778E-07      5.814E-07      5.622E-09      4.769E-08      3.913E-05      1.505E-05      6.972E-06      1.008E-07      2.921E-09      1.533E-11      1.311E-09      9.641E-08      1.937E-04      1.937E-04      1.937E-04     -2.218E-05     -8.435E-06      8.281E-20      3.997E-16      2.072E-12      2.072E-12     -1.961E-19     -2.042E-12     -2.042E-12      2.590E-21      2.586E-21      1.929E-04      6.221E-05      1.237E-14      1.237E-14      2.551E-04      2.551E-04      2.551E-04      2.465E-07     -5.830E-14      3.258E-10      2.462E-07      3.258E-10      3.258E-10      6.922E-11      1.087E-06      1.087E-06      3.013E-07      3.013E-07      1.019E-06      1.019E-06      1.019E-06      1.019E-06      1.019E-06      7.855E-07      7.855E-07      7.855E-07      1.291E-04      9.939E-08      9.939E-08      2.522E-12      1.007E-07      9.936E-08      9.936E-08     -2.510E-13      1.007E-07      9.637E-05      9.733E-05      2.785E-21     -1.990E-22     -6.832E-22      1.748E-05      3.098E-14     -9.192E-05      8.808E-05      8.808E-05     -8.642E-06      5.762E-05      4.122E-07      4.560E-05      2.809E-05      3.272E-12      2.686E-08     -5.384E-08      2.173E-08      2.174E-08
        122.000         578.650       3.062E-05      2.217E-08      3.408E-07      1.379E-06      1.379E-06     -1.742E+01      2.748E+00      7.332E+00     -1.008E+01     -1.007E+01      2.452E-13      3.021E-13      1.220E-04      1.220E-04      1.220E-04      1.554E-06      5.688E-10      5.688E-10      7.929E-07      1.222E-04      6.799E-05      1.222E-04      6.799E-05      5.703E-10      2.183E-10      2.189E-10     -2.207E-10      2.279E-10      1.908E-04      8.071E-07      8.071E-07      8.071E-07      7.468E-07      7.468E-07      7.468E-07      6.281E-12      6.280E-12      4.270E-13      4.270E-13      1.134E-09      3.693E-05     -3.901E-05      1.665E-05      1.158E-06      1.168E-06      1.169E-06      1.751E-04      1.751E-04      1.751E-04      4.627E-08      4.766E-17     -7.938E-14      2.510E-08      2.510E-08      8.671E-12      2.137E-16      2.774E-16      2.780E-16     -2.781E-16      6.878E-05      6.878E-05      6.878E-05      1.789E-10      1.796E-10      3.004E-14      2.265E-14      7.764E-09      1.908E-04      8.072E-07      8.072E-07      8.072E-07      7.469E-07      7.469E-07      7.469E-07      1.331E-06      1.333E-06      1.334E-06      3.978E-07      4.009E-07      5.153E-09      4.362E-08     -1.293E-06      1.039E-05      6.249E-06      9.301E-08      2.364E-09      1.419E-11      1.138E-09      8.339E-08      1.637E-04      1.638E-04      1.637E-04     -2.068E-05     -7.692E-06      6.141E-20      3.038E-16      1.524E-12      1.524E-12     -1.480E-19     -1.502E-12     -1.502E-12      1.928E-21      1.928E-21      1.441E-04      4.652E-05      9.600E-15      9.602E-15      1.906E-04      1.906E-04      1.906E-04      1.747E-07     -3.470E-14      2.293E-10      1.744E-07      2.293E-10      2.293E-10      5.174E-11      8.072E-07      8.067E-07      2.143E-07      2.143E-07      7.469E-07      7.470E-07      7.470E-07      7.470E-07      7.470E-07      5.929E-07      5.929E-07      5.929E-07      9.487E-05      8.577E-08      8.577E-08      2.161E-12      8.692E-08      8.576E-08      8.576E-08     -1.810E-13      8.692E-08      8.147E-05      8.228E-05      2.118E-21     -1.906E-22      2.541E-21      1.750E-05      3.460E-14     -5.518E-05      9.474E-05      9.475E-05      4.896E-05      5.922E-05      4.351E-07      4.480E-05      2.727E-05      3.028E-12      2.951E-08     -1.568E-08      1.895E-08      1.895E-08
        124.000         579.150       1.867E-05      1.887E-08      3.050E-07      1.051E-06      1.051E-06     -1.692E+01      2.668E+00      7.125E+00     -9.792E+00     -9.792E+00      1.970E-13      2.426E-13      9.446E-05      9.446E-05      9.446E-05      1.166E-06      4.084E-10      4.084E-10      6.855E-07      9.455E-05      5.265E-05      9.455E-05      5.265E-05      4.095E-10      1.558E-10      1.559E-10     -1.555E-10      1.621E-10      1.478E-04      6.106E-07      6.106E-07      6.106E-07      5.550E-07      5.550E-07      5.550E-07      4.430E-12      4.433E-12      2.918E-13      2.918E-13      8.144E-10      3.098E-05     -3.650E-05      1.381E-05      9.551E-07      9.630E-07      9.630E-07      1.386E-04      1.386E-04      1.386E-04      3.510E-08      3.336E-17      2.041E-14      2.118E-08      2.118E-08      6.866E-12      1.729E-16      2.200E-16      2.200E-16     -2.200E-16      5.334E-05      5.334E-05      5.334E-05      1.286E-10      1.411E-10     -6.856E-15      1.826E-14      7.381E-09      1.478E-04      6.107E-07      6.107E-07      6.107E-07      5.550E-07      5.550E-07      5.550E-07      1.021E-06      1.022E-06      1.023E-06      2.742E-07      2.772E-07      4.886E-09      4.129E-08     -2.459E-05      8.128E-06      5.688E-06      8.272E-08      1.958E-09      1.382E-11      1.049E-09      7.659E-08      1.442E-04      1.442E-04      1.442E-04     -1.985E-05     -7.255E-06      4.727E-20      2.389E-16      1.133E-12      1.133E-12     -1.097E-19     -1.115E-12     -1.115E-12      1.485E-21      1.492E-21      1.116E-04      3.606E-05      7.873E-15      7.874E-15      1.477E-04      1.477E-04      1.477E-04      1.295E-07     -2.359E-14      1.613E-10      1.294E-07      1.613E-10      1.613E-10      3.938E-11      6.106E-07      6.107E-07      1.563E-07      1.563E-07      5.550E-07      5.550E-07      5.551E-07      5.551E-07      5.551E-07      4.543E-07      4.543E-07      4.543E-07      7.415E-05      7.854E-08      7.854E-08      1.926E-12      7.959E-08      7.854E-08      7.854E-08     -1.578E-13      7.959E-08      7.173E-05      7.244E-05      1.677E-21     -1.853E-22     -9.443E-23      1.673E-05      3.766E-14     -3.055E-05      9.763E-05      9.764E-05      5.026E-05      5.776E-05      4.384E-07      4.175E-05      2.499E-05      2.918E-12      3.172E-08     -7.521E-09      1.714E-08      1.715E-08
        126.000         579.650       1.109E-05      1.624E-08      2.728E-07      8.007E-07      8.008E-07     -1.596E+01      2.512E+00      6.717E+00     -9.229E+00     -9.166E+00      1.720E-13      2.119E-13      7.834E-05      7.834E-05      7.834E-05      9.294E-07      3.152E-10      3.152E-10      6.426E-07      7.845E-05      4.371E-05      7.845E-05      4.371E-05      3.160E-10      1.193E-10      1.183E-10     -1.185E-10      1.226E-10      1.227E-04      4.910E-07      4.910E-07      4.910E-07      4.384E-07      4.384E-07      4.384E-07      3.324E-12      3.313E-12      2.095E-13      2.095E-13      6.285E-10      2.759E-05     -3.244E-05      1.279E-05      8.240E-07      8.305E-07      8.305E-07      1.139E-04      1.140E-04      1.139E-04      2.794E-08      2.633E-17      2.109E-13      1.899E-08      1.899E-08      6.018E-12      1.522E-16      1.878E-16      1.881E-16     -1.881E-16      4.435E-05      4.435E-05      4.435E-05      9.944E-11      4.273E-11      4.047E-13      1.601E-14      6.700E-09      1.227E-04      4.911E-07      4.911E-07      4.911E-07      4.384E-07      4.384E-07      4.384E-07      8.343E-07      8.250E-07      8.359E-07      1.994E-07      2.027E-07      4.759E-09      4.014E-08     -3.562E-05      7.590E-06      5.282E-06      8.599E-08      1.698E-09      1.409E-11      1.024E-09      7.450E-08      1.334E-04      1.334E-04      1.334E-04     -1.944E-05     -7.025E-06      3.923E-20      2.024E-16      8.950E-13      8.949E-13     -8.515E-20     -8.789E-13     -8.789E-13      1.737E-21      1.245E-21      9.263E-05      2.995E-05      6.970E-15      6.971E-15      1.226E-04      1.226E-04      1.226E-04      1.041E-07     -1.867E-14      1.203E-10      1.040E-07      1.203E-10      1.203E-10      3.186E-11      4.910E-07      4.902E-07      1.222E-07      1.222E-07      4.384E-07      4.384E-07      4.384E-07      4.384E-07      4.384E-07      3.689E-07      3.689E-07      3.689E-07      6.342E-05      7.617E-08      7.617E-08      1.805E-12      7.721E-08      7.619E-08      7.619E-08     -1.624E-13      7.720E-08      6.638E-05      6.705E-05      1.429E-21     -1.845E-22      1.277E-21      1.571E-05      4.017E-14     -1.556E-05      9.808E-05      9.809E-05      1.634E-04      5.509E-05      4.319E-07      3.816E-05      2.242E-05      2.902E-12      3.346E-08      3.020E-08      1.608E-08      1.609E-08
        128.000         580.150       6.436E-06      1.407E-08      2.430E-07      6.177E-07      6.177E-07     -1.487E+01      2.336E+00      6.257E+00     -8.592E+00     -8.592E+00      1.637E-13      2.016E-13      7.039E-05      7.039E-05      7.039E-05      8.034E-07      2.664E-10      2.664E-10      6.496E-07      7.057E-05      3.933E-05      7.057E-05      3.933E-05      2.670E-10      9.781E-11      9.817E-11     -9.928E-11      1.013E-10      1.104E-04      4.276E-07      4.276E-07      4.276E-07      3.758E-07      3.758E-07      3.758E-07      2.696E-12      2.696E-12      1.639E-13      1.639E-13      5.312E-10      2.594E-05     -2.774E-05      1.302E-05      7.463E-07      7.517E-07      7.517E-07      9.843E-05      9.843E-05      9.843E-05      2.361E-08      2.315E-17      1.154E-14      1.796E-08      1.796E-08      5.700E-12      1.460E-16      1.749E-16      1.754E-16     -1.755E-16      3.998E-05      3.998E-05      3.998E-05      8.431E-11      8.515E-11     -1.117E-14      1.530E-14      6.222E-09      1.104E-04      4.276E-07      4.276E-07      4.276E-07      3.759E-07      3.759E-07      3.759E-07      7.368E-07      7.380E-07      7.381E-07      1.584E-07      1.615E-07      4.719E-09      3.973E-08     -3.819E-05      8.024E-06      5.000E-06      7.817E-08      1.544E-09      1.484E-11      1.043E-09      7.559E-08      1.289E-04      1.289E-04      1.289E-04     -1.927E-05     -6.921E-06      3.558E-20      1.872E-16      7.683E-13      7.683E-13     -7.150E-20     -7.530E-13     -7.530E-13      1.108E-21      1.136E-21      8.332E-05      2.697E-05      6.682E-15      6.683E-15      1.103E-04      1.103E-04      1.103E-04      9.158E-08     -1.698E-14      9.769E-11      9.148E-08      9.769E-11      9.769E-11      2.790E-11      4.276E-07      4.276E-07      1.042E-07      1.042E-07      3.759E-07      3.759E-07      3.759E-07      3.759E-07      3.759E-07      3.234E-07      3.234E-07      3.234E-07      5.989E-05      7.710E-08      7.710E-08      1.766E-12      7.815E-08      7.712E-08      7.712E-08     -1.873E-13      7.815E-08      6.413E-05      6.477E-05      1.323E-21     -1.869E-22      3.576E-21      1.476E-05      4.223E-14     -7.522E-06      9.726E-05      9.727E-05     -5.988E-05      5.240E-05      4.224E-07      3.496E-05      2.017E-05      2.947E-12      3.484E-08     -5.178E-08      1.555E-08      1.555E-08
        130.000         580.650       3.656E-06      1.223E-08      2.147E-07      4.866E-07      4.866E-07     -1.386E+01      2.177E+00      5.842E+00     -8.019E+00     -8.018E+00      1.685E-13      2.075E-13      6.856E-05      6.856E-05      6.856E-05      7.581E-07      2.482E-10      2.482E-10      6.988E-07      6.882E-05      3.838E-05      6.882E-05      3.838E-05      2.487E-10      8.984E-11      8.984E-11     -8.986E-11      9.234E-11      1.076E-04      4.057E-07      4.057E-07      4.057E-07      3.524E-07      3.524E-07      3.524E-07      2.422E-12      2.422E-12      1.426E-13      1.426E-13      4.949E-10      2.560E-05     -2.291E-05      1.419E-05      7.105E-07      7.154E-07      7.154E-07      9.006E-05      9.006E-05      9.006E-05      2.134E-08      2.243E-17     -1.676E-15      1.784E-08      1.784E-08      5.734E-12      1.516E-16      1.779E-16      1.779E-16     -1.779E-16      3.908E-05      3.908E-05      3.908E-05      7.880E-11      7.949E-11      1.673E-14      1.583E-14      6.034E-09      1.076E-04      4.058E-07      4.058E-07      4.058E-07      3.524E-07      3.524E-07      3.524E-07      7.054E-07      7.066E-07      7.066E-07      1.410E-07      1.445E-07      4.743E-09      3.985E-08     -3.479E-05      9.358E-06      4.833E-06      8.147E-08      1.471E-09      1.590E-11      1.092E-09      7.882E-08      1.289E-04      1.289E-04      1.289E-04     -1.928E-05     -6.908E-06      3.531E-20      1.883E-16      7.228E-13      7.228E-13     -6.595E-20     -7.069E-13     -7.069E-13      1.134E-21      1.134E-21      8.124E-05      2.631E-05      6.892E-15      6.893E-15      1.075E-04      1.075E-04      1.075E-04      8.818E-08     -1.733E-14      8.759E-11      8.809E-08      8.759E-11      8.759E-11      2.662E-11      4.057E-07      4.058E-07      9.755E-08      9.755E-08      3.524E-07      3.525E-07      3.525E-07      3.525E-07      3.525E-07      3.082E-07      3.082E-07      3.082E-07      6.205E-05      8.025E-08      8.025E-08      1.790E-12      8.135E-08      8.027E-08      8.027E-08     -2.291E-13      8.135E-08      6.413E-05      6.477E-05      1.324E-21     -1.907E-22     -3.889E-22      1.405E-05      4.406E-14     -4.774E-06      9.606E-05      9.606E-05      2.904E-06      5.033E-05      4.144E-07      3.260E-05      1.852E-05      3.033E-12      3.599E-08     -2.313E-08      1.541E-08      1.542E-08
        132.000         581.150       2.037E-06      1.060E-08      1.873E-07      3.940E-07      3.940E-07     -1.314E+01      2.059E+00      5.538E+00     -7.598E+00     -7.600E+00      1.855E-13      2.283E-13      7.196E-05      7.196E-05      7.196E-05      7.810E-07      2.546E-10      2.546E-10      7.867E-07      7.234E-05      4.036E-05      7.234E-05      4.036E-05      2.551E-10      9.054E-11      9.065E-11     -9.118E-11      9.280E-11      1.131E-04      4.195E-07      4.195E-07      4.195E-07      3.615E-07      3.615E-07      3.615E-07      2.414E-12      2.415E-12      1.395E-13      1.395E-13      5.077E-10      2.643E-05     -1.823E-05      1.615E-05      7.135E-07      7.180E-07      7.180E-07      8.805E-05      8.805E-05      8.805E-05      2.078E-08      2.379E-17      2.878E-14      1.854E-08      1.854E-08      6.069E-12      1.683E-16      1.935E-16      1.937E-16     -1.938E-16      4.115E-05      4.115E-05      4.115E-05      8.107E-11      7.976E-11      9.971E-15      1.750E-14      6.115E-09      1.131E-04      4.195E-07      4.195E-07      4.195E-07      3.615E-07      3.615E-07      3.615E-07      7.307E-07      7.322E-07      7.317E-07      1.427E-07      1.465E-07      4.830E-09      4.051E-08     -2.665E-05      1.136E-05      4.798E-06      8.638E-08      1.468E-09      1.720E-11      1.163E-09      8.365E-08      1.329E-04      1.329E-04      1.329E-04     -1.950E-05     -6.986E-06      3.812E-20      2.038E-16      7.456E-13      7.456E-13     -6.721E-20     -7.281E-13     -7.281E-13      1.242E-21      1.231E-21      8.535E-05      2.767E-05      7.562E-15      7.563E-15      1.130E-04      1.130E-04      1.130E-04      9.226E-08     -1.942E-14      8.712E-11      9.218E-08      8.713E-11      8.712E-11      2.767E-11      4.195E-07      4.195E-07      1.001E-07      1.001E-07      3.615E-07      3.616E-07      3.616E-07      3.616E-07      3.616E-07      3.194E-07      3.194E-07      3.194E-07      6.935E-05      8.507E-08      8.507E-08      1.872E-12      8.625E-08      8.510E-08      8.510E-08     -2.844E-13      8.625E-08      6.612E-05      6.678E-05      1.427E-21     -1.954E-22      1.944E-21      1.367E-05      4.589E-14     -6.525E-06      9.518E-05      9.518E-05     -7.564E-06      4.922E-05      4.110E-07      3.132E-05      1.761E-05      3.155E-12      3.704E-08     -2.787E-08      1.565E-08      1.565E-08
        134.000         581.650       1.115E-06      9.122E-09      1.608E-07      3.290E-07      3.290E-07     -1.279E+01      2.000E+00      5.391E+00     -7.391E+00     -7.390E+00      2.148E-13      2.644E-13      8.056E-05      8.056E-05      8.056E-05      8.734E-07      2.856E-10      2.856E-10      9.090E-07      8.110E-05      4.527E-05      8.110E-05      4.527E-05      2.862E-10      1.001E-10      1.002E-10     -1.005E-10      1.022E-10      1.267E-04      4.699E-07      4.699E-07      4.699E-07      4.035E-07      4.035E-07      4.035E-07      2.669E-12      2.668E-12      1.540E-13      1.540E-13      5.695E-10      2.846E-05     -1.395E-05      1.887E-05      7.574E-07      7.618E-07      7.618E-07      9.263E-05      9.262E-05      9.263E-05      2.193E-08      2.744E-17      4.937E-15      2.008E-08      2.008E-08      6.711E-12      1.963E-16      2.229E-16      2.231E-16     -2.232E-16      4.618E-05      4.618E-05      4.618E-05      9.112E-11      9.196E-11      1.045E-14      2.034E-14      6.415E-09      1.267E-04      4.699E-07      4.699E-07      4.699E-07      4.035E-07      4.035E-07      4.035E-07      8.142E-07      8.149E-07      8.153E-07      1.630E-07      1.671E-07      4.995E-09      4.182E-08     -1.442E-05      1.394E-05      4.925E-06      9.274E-08      1.541E-09      1.869E-11      1.255E-09      8.987E-08      1.412E-04      1.412E-04      1.412E-04     -1.996E-05     -7.172E-06      4.428E-20      2.337E-16      8.389E-13      8.389E-13     -7.562E-20     -8.185E-13     -8.185E-13      1.432E-21      1.439E-21      9.562E-05      3.103E-05      8.692E-15      8.693E-15      1.266E-04      1.266E-04      1.266E-04      1.037E-07     -2.334E-14      9.599E-11      1.036E-07      9.599E-11      9.599E-11      3.115E-11      4.699E-07      4.699E-07      1.119E-07      1.119E-07      4.035E-07      4.036E-07      4.036E-07      4.036E-07      4.036E-07      3.580E-07      3.580E-07      3.580E-07      8.172E-05      9.137E-08      9.137E-08      2.019E-12      9.264E-08      9.140E-08      9.140E-08     -3.463E-13      9.263E-08      7.024E-05      7.094E-05      1.640E-21     -2.014E-22      9.748E-22      1.370E-05      4.798E-14     -1.252E-05      9.522E-05      9.523E-05     -3.671E-06      4.928E-05      4.146E-07      3.129E-05      1.755E-05      3.319E-12      3.809E-08     -3.175E-08      1.628E-08      1.628E-08
        136.000         582.150       6.006E-07      7.748E-09      1.351E-07      2.833E-07      2.833E-07     -1.289E+01      2.012E+00      5.435E+00     -7.447E+00     -7.455E+00      2.564E-13      3.155E-13      9.464E-05      9.464E-05      9.464E-05      1.046E-06      3.450E-10      3.450E-10      1.055E-06      9.539E-05      5.328E-05      9.539E-05      5.328E-05      3.456E-10      1.196E-10      1.197E-10     -1.202E-10      1.218E-10      1.490E-04      5.625E-07      5.625E-07      5.625E-07      4.836E-07      4.836E-07      4.836E-07      3.227E-12      3.230E-12      1.901E-13      1.901E-13      6.877E-10      3.170E-05     -1.054E-05      2.222E-05      8.465E-07      8.510E-07      8.510E-07      1.048E-04      1.048E-04      1.048E-04      2.500E-08      3.387E-17      1.091E-14      2.251E-08      2.251E-08      7.668E-12      2.358E-16      2.661E-16      2.664E-16     -2.665E-16      5.433E-05      5.433E-05      5.434E-05      1.102E-10      1.067E-10      2.341E-14      2.435E-14      6.866E-09      1.490E-04      5.626E-07      5.626E-07      5.626E-07      4.836E-07      4.836E-07      4.836E-07      9.651E-07      9.688E-07      9.662E-07      2.039E-07      2.083E-07      5.254E-09      4.391E-08      1.061E-06      1.697E-05      5.251E-06      1.007E-07      1.705E-09      2.037E-11      1.364E-09      9.735E-08      1.544E-04      1.544E-04      1.544E-04     -2.074E-05     -7.487E-06      5.437E-20      2.784E-16      1.016E-12      1.016E-12     -9.301E-20     -9.915E-13     -9.915E-13      1.755E-21      1.778E-21      1.123E-04      3.650E-05      1.026E-14      1.026E-14      1.488E-04      1.488E-04      1.488E-04      1.227E-07     -2.929E-14      1.158E-10      1.226E-07      1.158E-10      1.158E-10      3.748E-11      5.625E-07      5.626E-07      1.342E-07      1.342E-07      4.836E-07      4.837E-07      4.837E-07      4.837E-07      4.837E-07      4.283E-07      4.283E-07      4.283E-07      9.888E-05      9.902E-08      9.902E-08      2.242E-12      1.004E-07      9.906E-08      9.906E-08     -4.044E-13      1.004E-07      7.682E-05      7.758E-05      1.988E-21     -2.100E-22      1.008E-21      1.422E-05      5.061E-14     -2.259E-05      9.675E-05      9.676E-05     -2.048E-05      5.064E-05      4.276E-07      3.273E-05      1.847E-05      3.525E-12      3.926E-08     -4.368E-08      1.732E-08      1.733E-08
        138.000         582.650       3.184E-07      6.466E-09      1.107E-07      2.498E-07      2.498E-07     -1.349E+01      2.103E+00      5.694E+00     -7.796E+00     -7.798E+00      3.070E-13      3.776E-13      1.137E-04      1.137E-04      1.137E-04      1.307E-06      4.355E-10      4.355E-10      1.201E-06      1.147E-04      6.411E-05      1.147E-04      6.411E-05      4.363E-10      1.503E-10      1.503E-10     -1.503E-10      1.528E-10      1.790E-04      7.010E-07      7.010E-07      7.010E-07      6.061E-07      6.061E-07      6.061E-07      4.166E-12      4.166E-12      2.551E-13      2.551E-13      8.681E-10      3.588E-05     -8.834E-06      2.580E-05      9.799E-07      9.849E-07      9.849E-07      1.252E-04      1.252E-04      1.252E-04      3.019E-08      4.315E-17      6.502E-15      2.563E-08      2.563E-08      8.852E-12      2.839E-16      3.214E-16      3.213E-16     -3.213E-16      6.532E-05      6.532E-05      6.532E-05      1.391E-10      1.388E-10      4.798E-14      2.920E-14      7.421E-09      1.790E-04      7.011E-07      7.011E-07      7.011E-07      6.061E-07      6.061E-07      6.061E-07      1.189E-06      1.190E-06      1.190E-06      2.671E-07      2.718E-07      5.601E-09      4.672E-08      1.769E-05      2.001E-05      5.789E-06      1.090E-07      1.969E-09      2.220E-11      1.486E-09      1.057E-07      1.726E-04      1.726E-04      1.726E-04     -2.180E-05     -7.920E-06      6.864E-20      3.359E-16      1.289E-12      1.289E-12     -1.219E-19     -1.260E-12     -1.260E-12      2.191E-21      2.260E-21      1.350E-04      4.390E-05      1.214E-14      1.215E-14      1.788E-04      1.788E-04      1.788E-04      1.488E-07     -3.701E-14      1.488E-10      1.487E-07      1.488E-10      1.488E-10      4.692E-11      7.011E-07      7.011E-07      1.678E-07      1.678E-07      6.061E-07      6.062E-07      6.062E-07      6.062E-07      6.062E-07      5.332E-07      5.332E-07      5.332E-07      1.193E-04      1.076E-07      1.076E-07      2.548E-12      1.091E-07      1.077E-07      1.077E-07     -4.452E-13      1.091E-07      8.587E-05      8.673E-05      2.483E-21     -2.228E-22     -1.781E-22      1.526E-05      5.400E-14     -3.589E-05      1.003E-04      1.003E-04      3.021E-05      5.333E-05      4.519E-07      3.580E-05      2.050E-05      3.766E-12      4.063E-08     -2.728E-08      1.875E-08      1.876E-08
