        Time(s)         Temp(K)     Mc(t)/Mc(o)              1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84             85             86             87             88             89             90             91             92             93             94             95             96             97             98             99            100            101            102            103            104            105            106            107            108            109            110            111            112            113            114            115            116            117            118            119            120            121            122            123            124            125            126            127            128            129            130            131            132            133            134            135            136            137            138            139            140            141            142            143            144            145            146            147            148            149            150            151            152            153            154            155            156            157
         24.000         554.150       9.828E-01      6.301E-07      1.555E-06      2.257E-04      2.257E-04     -2.151E+00      3.598E-01      8.953E-01     -1.255E+00     -1.255E+00      3.805E-13      4.734E-13      2.244E-04      2.244E-04      2.244E-04      3.145E-06      5.609E-09      5.609E-09      1.289E-09      1.154E-06      6.262E-07      1.154E-06      6.262E-07      5.610E-09      8.506E-12      8.516E-12     -8.547E-12      8.374E-12      2.250E-04      1.334E-06      1.334E-06      1.334E-06      1.811E-06      1.811E-06      1.811E-06      2.201E-11      2.201E-11      2.088E-12      2.088E-12      1.120E-08      7.712E-05     -1.292E-04      4.227E-06      1.007E-06      1.002E-06      1.002E-06      2.715E-04      2.715E-04      2.715E-04      3.351E-07      2.707E-16      2.064E-15      3.788E-08      3.788E-08      1.910E-11      1.197E-18      1.261E-18      1.262E-18     -1.263E-18      6.275E-07      6.275E-07      6.275E-07      8.572E-12      8.584E-12      4.394E-17      1.542E-16     -5.575E-08      2.250E-04      1.334E-06      1.334E-06      1.334E-06      1.811E-06      1.811E-06      1.811E-06      1.783E-06      1.781E-06      1.781E-06      2.405E-06      2.405E-06      7.299E-10      6.797E-09      5.377E-05      2.360E-06      1.867E-06      1.322E-08      1.358E-09      1.977E-13      1.347E-10      1.200E-08      4.673E-05      4.673E-05      4.673E-05      2.509E-07     -1.441E-06      9.920E-20      1.371E-18      2.530E-12      2.530E-12      2.530E-12     -2.530E-12     -2.530E-12      2.783E-21      2.806E-21      1.715E-04      5.243E-05      2.717E-15      2.717E-15      2.240E-04      2.240E-04      2.240E-04      1.042E-06     -1.944E-13      6.647E-10      1.041E-06      6.647E-10      6.647E-10      5.274E-11      1.334E-06      1.334E-06      9.439E-07      9.439E-07      1.811E-06      1.812E-06      1.812E-06      1.812E-06      1.812E-06      3.904E-07      3.904E-07      3.904E-07      5.796E-05      1.340E-08      1.340E-08      3.041E-13      1.354E-08      1.336E-08      1.336E-08     -7.300E-15      1.354E-08      2.325E-05      2.348E-05      2.807E-21     -8.922E-25      3.603E-24      3.653E-06      5.749E-17     -1.784E-04      2.398E-06      2.398E-06      1.865E-04      3.350E-06      1.663E-08      1.722E-05      1.357E-05      3.201E-13     -8.138E-09      2.470E-08      1.838E-08      1.838E-08
         26.000         554.650       9.718E-01      5.775E-07      1.574E-06      2.347E-04      2.347E-04     -3.355E+00      5.610E-01      1.396E+00     -1.957E+00     -1.957E+00      3.260E-13      4.055E-13      2.331E-04      2.331E-04      2.331E-04      3.349E-06      5.438E-09      5.438E-09      1.193E-09      1.211E-06      6.574E-07      1.211E-06      6.574E-07      5.443E-09      9.019E-12      9.027E-12     -9.053E-12      9.053E-12      2.338E-04      1.368E-06      1.368E-06      1.368E-06      1.982E-06      1.982E-06      1.982E-06      2.663E-11      2.663E-11      2.570E-12      2.570E-12      1.086E-08      6.829E-05     -1.412E-04      3.334E-06      1.104E-06      1.103E-06      1.103E-06      3.019E-04      3.019E-04      3.019E-04      3.402E-07      2.111E-16      2.694E-15      3.378E-08      3.378E-08      1.403E-11      1.043E-18      1.198E-18      1.198E-18     -1.199E-18      6.585E-07      6.585E-07      6.585E-07      8.406E-12      8.417E-12      5.497E-17      1.339E-16     -3.720E-08      2.338E-04      1.368E-06      1.368E-06      1.368E-06      1.982E-06      1.982E-06      1.982E-06      1.869E-06      1.867E-06      1.867E-06      2.465E-06      2.465E-06      7.696E-10      7.152E-09      4.771E-05      1.359E-06      1.976E-06      1.396E-08      1.598E-09      2.272E-13      1.393E-10      1.236E-08      4.866E-05      4.866E-05      4.866E-05     -3.044E-07     -1.523E-06      9.249E-20      1.343E-18      2.870E-12      2.870E-12      2.870E-12     -2.870E-12     -2.870E-12      2.598E-21      2.616E-21      1.782E-04      5.455E-05      2.836E-15      2.836E-15      2.328E-04      2.328E-04      2.328E-04      9.836E-07     -1.490E-13      7.980E-10      9.829E-07      7.980E-10      7.980E-10      5.475E-11      1.368E-06      1.368E-06      9.380E-07      9.380E-07      1.982E-06      1.982E-06      1.982E-06      1.982E-06      1.982E-06      4.298E-07      4.298E-07      4.298E-07      5.381E-05      1.399E-08      1.399E-08      3.264E-13      1.413E-08      1.396E-08      1.396E-08     -5.367E-15      1.413E-08      2.421E-05      2.445E-05      2.617E-21     -1.146E-24      4.819E-24      6.020E-06      1.056E-16     -1.859E-04      4.227E-06      4.226E-06      2.096E-04      5.644E-06      2.728E-08      2.595E-05      1.994E-05      3.428E-13     -9.750E-09      2.972E-08      1.848E-08      1.848E-08
         28.000         555.150       9.549E-01      5.195E-07      1.557E-06      2.287E-04      2.287E-04     -4.835E+00      8.080E-01      2.012E+00     -2.820E+00     -2.819E+00      2.725E-13      3.388E-13      2.271E-04      2.271E-04      2.271E-04      3.311E-06      4.915E-09      4.915E-09      1.081E-09      1.189E-06      6.457E-07      1.189E-06      6.457E-07      4.922E-09      8.700E-12      8.718E-12     -8.777E-12      8.865E-12      2.278E-04      1.316E-06      1.316E-06      1.316E-06      1.995E-06      1.995E-06      1.995E-06      2.885E-11      2.885E-11      2.805E-12      2.805E-12      9.813E-09      5.811E-05     -1.411E-04      2.437E-06      1.118E-06      1.121E-06      1.121E-06      3.070E-04      3.070E-04      3.070E-04      3.171E-07      1.520E-16      3.474E-15      2.894E-08      2.894E-08      9.853E-12      8.857E-19      1.074E-18      1.076E-18     -1.076E-18      6.468E-07      6.468E-07      6.468E-07      7.667E-12      7.692E-12     -3.193E-17      1.132E-16     -2.166E-08      2.278E-04      1.316E-06      1.316E-06      1.316E-06      1.996E-06      1.996E-06      1.996E-06      1.827E-06      1.826E-06      1.826E-06      2.359E-06      2.359E-06      7.759E-10      7.196E-09      4.092E-05      4.574E-07      1.979E-06      1.429E-08      1.738E-09      2.514E-13      1.392E-10      1.230E-08      4.850E-05      4.850E-05      4.850E-05     -7.881E-07     -1.538E-06      8.191E-20      1.233E-18      2.973E-12      2.973E-12      2.973E-12     -2.973E-12     -2.973E-12      2.283E-21      2.316E-21      1.737E-04      5.322E-05      2.804E-15      2.804E-15      2.269E-04      2.269E-04      2.269E-04      8.741E-07     -1.082E-13      8.582E-10      8.732E-07      8.582E-10      8.582E-10      5.335E-11      1.316E-06      1.316E-06      8.741E-07      8.741E-07      1.996E-06      1.996E-06      1.996E-06      1.996E-06      1.996E-06      4.419E-07      4.419E-07      4.419E-07      4.944E-05      1.407E-08      1.407E-08      3.343E-13      1.421E-08      1.404E-08      1.404E-08     -4.024E-15      1.421E-08      2.413E-05      2.437E-05      2.318E-21     -1.377E-24      1.968E-23      8.731E-06      1.821E-16     -1.807E-04      6.681E-06      6.680E-06      1.768E-04      8.461E-06      4.056E-08      3.527E-05      2.655E-05      3.466E-13     -1.087E-08      2.071E-08      1.735E-08      1.735E-08
         30.000         555.650       9.301E-01      4.604E-07      1.521E-06      2.115E-04      2.115E-04     -6.555E+00      1.096E+00      2.729E+00     -3.825E+00     -3.824E+00      2.227E-13      2.769E-13      2.100E-04      2.100E-04      2.100E-04      3.088E-06      4.183E-09      4.183E-09      9.884E-10      1.135E-06      6.164E-07      1.135E-06      6.164E-07      4.191E-09      7.941E-12      7.943E-12     -7.948E-12      8.145E-12      2.106E-04      1.207E-06      1.207E-06      1.207E-06      1.881E-06      1.881E-06      1.881E-06      2.857E-11      2.857E-11      2.781E-12      2.781E-12      8.351E-09      4.789E-05     -1.318E-04      1.656E-06      1.065E-06      1.070E-06      1.070E-06      2.916E-04      2.916E-04      2.916E-04      2.756E-07      1.026E-16      1.742E-14      2.402E-08      2.402E-08      6.669E-12      7.530E-19      9.387E-19      9.389E-19     -9.389E-19      6.174E-07      6.174E-07      6.174E-07      6.743E-12      6.729E-12     -8.947E-17      9.581E-17     -1.026E-08      2.106E-04      1.207E-06      1.207E-06      1.207E-06      1.881E-06      1.881E-06      1.881E-06      1.697E-06      1.697E-06      1.697E-06      2.128E-06      2.128E-06      7.553E-10      6.991E-09      3.377E-05     -2.482E-07      1.904E-06      1.178E-08      1.775E-09      2.719E-13      1.358E-10      1.195E-08      4.690E-05      4.690E-05      4.690E-05     -1.172E-06     -1.497E-06      6.953E-20      1.088E-18      2.865E-12      2.865E-12      2.865E-12     -2.865E-12     -2.865E-12      1.918E-21      1.966E-21      1.606E-04      4.928E-05      2.647E-15      2.647E-15      2.099E-04      2.099E-04      2.099E-04      7.359E-07     -7.485E-14      8.435E-10      7.351E-07      8.435E-10      8.435E-10      4.956E-11      1.207E-06      1.207E-06      7.745E-07      7.745E-07      1.881E-06      1.882E-06      1.882E-06      1.882E-06      1.882E-06      4.327E-07      4.327E-07      4.327E-07      4.518E-05      1.375E-08      1.375E-08      3.307E-13      1.388E-08      1.372E-08      1.372E-08     -3.076E-15      1.388E-08      2.333E-05      2.356E-05      1.968E-21     -1.578E-24      8.127E-24      1.140E-05      2.963E-16     -1.656E-04      9.696E-06      9.695E-06      5.519E-04      1.151E-05      5.574E-08      4.403E-05      3.265E-05      3.343E-13     -1.132E-08      1.338E-07      1.535E-08      1.536E-08
         32.000         556.150       8.961E-01      4.036E-07      1.475E-06      1.875E-04      1.875E-04     -8.481E+00      1.417E+00      3.531E+00     -4.949E+00     -4.947E+00      1.788E-13      2.222E-13      1.863E-04      1.863E-04      1.863E-04      2.754E-06      3.389E-09      3.389E-09      9.264E-10      1.075E-06      5.846E-07      1.075E-06      5.846E-07      3.397E-09      7.017E-12      7.018E-12     -7.020E-12      7.230E-12      1.868E-04      1.069E-06      1.069E-06      1.069E-06      1.685E-06      1.685E-06      1.685E-06      2.630E-11      2.630E-11      2.555E-12      2.555E-12      6.766E-09      3.853E-05     -1.170E-04      1.032E-06      9.671E-07      9.735E-07      9.735E-07      2.632E-04      2.632E-04      2.632E-04      2.267E-07      6.606E-17      5.150E-15      1.945E-08      1.945E-08      4.397E-12      6.511E-19      8.149E-19      8.150E-19     -8.150E-19      5.855E-07      5.855E-07      5.855E-07      5.848E-12      5.842E-12      4.384E-17      8.249E-17     -2.853E-09      1.868E-04      1.069E-06      1.069E-06      1.069E-06      1.685E-06      1.685E-06      1.685E-06      1.520E-06      1.521E-06      1.521E-06      1.826E-06      1.827E-06      7.167E-10      6.620E-09      2.650E-05     -7.488E-07      1.781E-06      1.325E-08      1.724E-09      2.898E-13      1.300E-10      1.139E-08      4.435E-05      4.435E-05      4.435E-05     -1.456E-06     -1.419E-06      5.709E-20      9.448E-19      2.608E-12      2.608E-12      2.608E-12     -2.608E-12     -2.608E-12      1.601E-21      1.615E-21      1.425E-04      4.378E-05      2.405E-15      2.406E-15      1.863E-04      1.863E-04      1.863E-04      5.921E-07     -4.972E-14      7.709E-10      5.913E-07      7.709E-10      7.709E-10      4.443E-11      1.069E-06      1.069E-06      6.598E-07      6.598E-07      1.685E-06      1.685E-06      1.685E-06      1.685E-06      1.685E-06      4.091E-07      4.091E-07      4.091E-07      4.119E-05      1.313E-08      1.313E-08      3.188E-13      1.326E-08      1.312E-08      1.312E-08     -2.390E-15      1.326E-08      2.207E-05      2.229E-05      1.616E-21     -1.750E-24      2.649E-24      1.367E-05      4.571E-16     -1.448E-04      1.316E-05      1.316E-05      2.872E-04      1.444E-05      7.189E-08      5.127E-05      3.761E-05      3.112E-13     -1.109E-08      5.550E-08      1.296E-08      1.296E-08
         34.000         556.650       8.526E-01      3.515E-07      1.428E-06      1.610E-04      1.610E-04     -1.056E+01      1.763E+00      4.395E+00     -6.158E+00     -6.158E+00      1.417E-13      1.761E-13      1.600E-04      1.600E-04      1.600E-04      2.373E-06      2.642E-09      2.642E-09      8.937E-10      1.022E-06      5.561E-07      1.022E-06      5.561E-07      2.649E-09      6.093E-12      6.119E-12     -6.206E-12      6.319E-12      1.606E-04      9.222E-07      9.222E-07      9.222E-07      1.450E-06      1.450E-06      1.450E-06      2.284E-11      2.284E-11      2.210E-12      2.210E-12      5.273E-09      3.051E-05     -1.004E-04      5.575E-07      8.485E-07      8.552E-07      8.553E-07      2.290E-04      2.290E-04      2.290E-04      1.788E-07      4.119E-17      3.401E-15      1.551E-08      1.551E-08      2.862E-12      5.756E-19      7.122E-19      7.145E-19     -7.149E-19      5.569E-07      5.569E-07      5.569E-07      5.053E-12      5.111E-12     -1.109E-16      7.263E-17      1.400E-09      1.606E-04      9.223E-07      9.223E-07      9.223E-07      1.451E-06      1.451E-06      1.451E-06      1.327E-06      1.327E-06      1.327E-06      1.506E-06      1.507E-06      6.690E-10      6.167E-09      1.926E-05     -1.079E-06      1.636E-06      1.244E-08      1.610E-09      3.058E-13      1.227E-10      1.070E-08      4.126E-05      4.126E-05      4.126E-05     -1.658E-06     -1.323E-06      4.574E-20      8.229E-19      2.272E-12      2.272E-12      2.272E-12     -2.272E-12     -2.272E-12      1.258E-21      1.294E-21      1.224E-04      3.767E-05      2.122E-15      2.122E-15      1.601E-04      1.601E-04      1.601E-04      4.594E-07     -3.201E-14      6.652E-10      4.588E-07      6.652E-10      6.652E-10      3.881E-11      9.223E-07      9.223E-07      5.454E-07      5.454E-07      1.451E-06      1.451E-06      1.451E-06      1.451E-06      1.451E-06      3.769E-07      3.769E-07      3.769E-07      3.752E-05      1.233E-08      1.233E-08      3.013E-13      1.245E-08      1.232E-08      1.232E-08     -1.882E-15      1.245E-08      2.053E-05      2.073E-05      1.296E-21     -1.894E-24      1.035E-22      1.532E-05      6.714E-16     -1.218E-04      1.693E-05      1.693E-05     -1.160E-04      1.700E-05      8.809E-08      5.643E-05      4.112E-05      2.828E-13     -1.025E-08     -4.051E-08      1.057E-08      1.058E-08
         36.000         557.150       8.010E-01      3.053E-07      1.383E-06      1.349E-04      1.349E-04     -1.271E+01      2.122E+00      5.292E+00     -7.414E+00     -7.412E+00      1.114E-13      1.385E-13      1.342E-04      1.342E-04      1.342E-04      1.993E-06      2.001E-09      2.001E-09      8.862E-10      9.778E-07      5.321E-07      9.778E-07      5.321E-07      2.006E-09      5.296E-12      5.311E-12     -5.362E-12      5.492E-12      1.347E-04      7.810E-07      7.810E-07      7.810E-07      1.212E-06      1.212E-06      1.212E-06      1.895E-11      1.895E-11      1.823E-12      1.823E-12      3.992E-09      2.399E-05     -8.456E-05      2.021E-07      7.273E-07      7.338E-07      7.338E-07      1.943E-04      1.943E-04      1.943E-04      1.371E-07      2.532E-17      1.220E-15      1.228E-08      1.228E-08      1.867E-12      5.203E-19      6.360E-19      6.373E-19     -6.376E-19      5.330E-07      5.330E-07      5.330E-07      4.370E-12      4.412E-12     -4.073E-17      6.539E-17      3.480E-09      1.347E-04      7.810E-07      7.810E-07      7.810E-07      1.212E-06      1.212E-06      1.212E-06      1.136E-06      1.137E-06      1.137E-06      1.204E-06      1.204E-06      6.202E-10      5.706E-09      1.214E-05     -1.289E-06      1.491E-06      1.152E-08      1.455E-09      3.205E-13      1.145E-10      9.955E-09      3.792E-05      3.792E-05      3.792E-05     -1.805E-06     -1.225E-06      3.602E-20      7.262E-19      1.914E-12      1.914E-12      1.914E-12     -1.914E-12     -1.914E-12      1.002E-21      1.019E-21      1.027E-04      3.165E-05      1.830E-15      1.831E-15      1.344E-04      1.344E-04      1.344E-04      3.469E-07     -2.018E-14      5.485E-10      3.464E-07      5.485E-10      5.485E-10      3.327E-11      7.810E-07      7.811E-07      4.406E-07      4.406E-07      1.212E-06      1.212E-06      1.212E-06      1.212E-06      1.212E-06      3.405E-07      3.405E-07      3.405E-07      3.415E-05      1.142E-08      1.142E-08      2.806E-13      1.154E-08      1.141E-08      1.141E-08     -1.499E-15      1.154E-08      1.887E-05      1.906E-05      1.021E-21     -2.015E-24      8.504E-23      1.629E-05      9.432E-16     -9.948E-05      2.086E-05      2.086E-05     -1.188E-04      1.902E-05      1.035E-07      5.935E-05      4.307E-05      2.540E-13     -8.956E-09     -3.756E-08      8.470E-09      8.472E-09
         38.000         557.650       7.435E-01      2.654E-07      1.343E-06      1.111E-04      1.111E-04     -1.486E+01      2.480E+00      6.186E+00     -8.666E+00     -8.665E+00      8.741E-14      1.086E-13      1.106E-04      1.106E-04      1.106E-04      1.642E-06      1.483E-09      1.483E-09      9.004E-10      9.408E-07      5.123E-07      9.408E-07      5.123E-07      1.488E-09      4.598E-12      4.606E-12     -4.635E-12      4.767E-12      1.111E-04      6.525E-07      6.525E-07      6.525E-07      9.897E-07      9.897E-07      9.897E-07      1.518E-11      1.518E-11      1.449E-12      1.449E-12      2.959E-09      1.889E-05     -7.085E-05     -7.132E-08      6.157E-07      6.214E-07      6.214E-07      1.625E-04      1.625E-04      1.625E-04      1.034E-07      1.562E-17      1.122E-15      9.736E-09      9.736E-09      1.242E-12      4.802E-19      5.789E-19      5.797E-19     -5.798E-19      5.131E-07      5.131E-07      5.131E-07      3.787E-12      3.811E-12     -3.244E-18      6.009E-17      4.224E-09      1.111E-04      6.526E-07      6.526E-07      6.526E-07      9.898E-07      9.898E-07      9.898E-07      9.596E-07      9.607E-07      9.608E-07      9.399E-07      9.404E-07      5.767E-10      5.295E-09      5.232E-06     -1.433E-06      1.362E-06      1.058E-08      1.283E-09      3.342E-13      1.062E-10      9.192E-09      3.455E-05      3.455E-05      3.455E-05     -1.926E-06     -1.138E-06      2.804E-20      6.523E-19      1.572E-12      1.572E-12      1.572E-12     -1.572E-12     -1.572E-12      7.843E-22      7.935E-22      8.474E-05      2.614E-05      1.555E-15      1.555E-15      1.109E-04      1.109E-04      1.109E-04      2.571E-07     -1.257E-14      4.366E-10      2.566E-07      4.366E-10      4.366E-10      2.813E-11      6.525E-07      6.526E-07      3.497E-07      3.497E-07      9.898E-07      9.898E-07      9.899E-07      9.899E-07      9.899E-07      3.028E-07      3.028E-07      3.028E-07      3.102E-05      1.048E-08      1.048E-08      2.584E-13      1.059E-08      1.048E-08      1.048E-08     -1.205E-15      1.059E-08      1.719E-05      1.736E-05      7.956E-22     -2.117E-24      6.906E-23      1.662E-05      1.273E-15     -7.939E-05      2.482E-05      2.482E-05     -5.004E-05      2.046E-05      1.177E-07      6.020E-05      4.359E-05      2.285E-13     -7.371E-09     -1.859E-08      6.762E-09      6.765E-09
         40.001         558.150       6.829E-01      2.315E-07      1.310E-06      9.032E-05      9.032E-05     -1.691E+01      2.820E+00      7.039E+00     -9.859E+00     -9.870E+00      6.866E-14      8.527E-14      9.013E-05      9.013E-05      9.013E-05      1.334E-06      1.084E-09      1.084E-09      9.349E-10      9.105E-07      4.960E-07      9.105E-07      4.960E-07      1.087E-09      3.992E-12      3.999E-12     -4.025E-12      4.140E-12      9.063E-05      5.398E-07      5.398E-07      5.398E-07      7.946E-07      7.946E-07      7.946E-07      1.183E-11      1.182E-11      1.118E-12      1.118E-12      2.162E-09      1.503E-05     -5.988E-05     -2.975E-07      5.197E-07      5.245E-07      5.246E-07      1.352E-04      1.352E-04      1.352E-04      7.749E-08      9.829E-18     -2.291E-15      7.798E-09      7.798E-09      8.567E-13      4.516E-19      5.366E-19      5.374E-19     -5.375E-19      4.970E-07      4.970E-07      4.970E-07      3.292E-12      3.337E-12      1.823E-17      5.628E-17      4.231E-09      9.062E-05      5.399E-07      5.399E-07      5.399E-07      7.947E-07      7.947E-07      7.947E-07      8.020E-07      8.029E-07      8.032E-07      7.208E-07      7.212E-07      5.432E-10      4.977E-09     -1.409E-06     -1.555E-06      1.258E-06      9.597E-09      1.109E-09      3.474E-13      9.816E-11      8.461E-09      3.131E-05      3.131E-05      3.131E-05     -2.047E-06     -1.071E-06      2.168E-20      5.971E-19      1.265E-12      1.265E-12      1.265E-12     -1.265E-12     -1.265E-12      6.517E-22      6.138E-22      6.910E-05      2.134E-05      1.308E-15      1.309E-15      9.044E-05      9.044E-05      9.044E-05      1.882E-07     -7.821E-15      3.381E-10      1.879E-07      3.381E-10      3.381E-10      2.356E-11      5.398E-07      5.398E-07      2.740E-07      2.740E-07      7.947E-07      7.947E-07      7.947E-07      7.947E-07      7.947E-07      2.658E-07      2.658E-07      2.658E-07      2.807E-05      9.578E-09      9.578E-09      2.363E-13      9.677E-09      9.571E-09      9.571E-09     -9.790E-16      9.676E-09      1.558E-05      1.573E-05      6.160E-22     -2.208E-24      7.883E-23      1.644E-05      1.656E-15     -6.224E-05      2.867E-05      2.867E-05     -4.786E-04      2.135E-05      1.300E-07      5.931E-05      4.287E-05      2.084E-13     -5.637E-09     -5.486E-08      5.459E-09      5.461E-09
         42.001         558.650       6.216E-01      2.031E-07      1.283E-06      7.289E-05      7.289E-05     -1.875E+01      3.127E+00      7.810E+00     -1.094E+01     -1.094E+01      5.421E-14      6.732E-14      7.291E-05      7.291E-05      7.291E-05      1.074E-06      7.855E-10      7.855E-10      9.894E-10      8.861E-07      4.829E-07      8.861E-07      4.829E-07      7.879E-10      3.472E-12      3.481E-12     -3.509E-12      3.602E-12      7.339E-05      4.435E-07      4.435E-07      4.435E-07      6.301E-07      6.301E-07      6.301E-07      9.016E-12      9.017E-12      8.421E-13      8.421E-13      1.566E-09      1.217E-05     -5.161E-05     -5.030E-07      4.413E-07      4.453E-07      4.453E-07      1.129E-04      1.129E-04      1.129E-04      5.835E-08      6.415E-18      4.697E-15      6.361E-09      6.361E-09      6.222E-13      4.323E-19      5.064E-19      5.073E-19     -5.075E-19      4.839E-07      4.839E-07      4.839E-07      2.874E-12      2.891E-12     -1.070E-17      5.366E-17      3.882E-09      7.339E-05      4.435E-07      4.435E-07      4.435E-07      6.301E-07      6.301E-07      6.301E-07      6.649E-07      6.658E-07      6.660E-07      5.459E-07      5.462E-07      5.225E-10      4.778E-09     -7.711E-06     -1.686E-06      1.183E-06      8.572E-09      9.478E-10      3.612E-13      9.086E-11      7.799E-09      2.834E-05      2.834E-05      2.834E-05     -2.186E-06     -1.029E-06      1.673E-20      5.567E-19      1.003E-12      1.003E-12      1.003E-12     -1.003E-12     -1.003E-12      4.744E-22      4.737E-22      5.595E-05      1.731E-05      1.096E-15      1.097E-15      7.325E-05      7.325E-05      7.325E-05      1.371E-07     -4.908E-15      2.566E-10      1.369E-07      2.566E-10      2.566E-10      1.958E-11      4.435E-07      4.435E-07      2.127E-07      2.127E-07      6.301E-07      6.301E-07      6.301E-07      6.301E-07      6.301E-07      2.308E-07      2.308E-07      2.308E-07      2.526E-05      8.753E-09      8.753E-09      2.156E-13      8.844E-09      8.747E-09      8.747E-09     -8.055E-16      8.844E-09      1.410E-05      1.424E-05      4.760E-22     -2.297E-24      1.468E-22      1.589E-05      2.087E-15     -4.813E-05      3.230E-05      3.230E-05     -1.295E-04      2.179E-05      1.404E-07      5.709E-05      4.120E-05      1.946E-13     -3.869E-09     -3.278E-08      4.512E-09      4.513E-09
         44.001         559.150       5.614E-01      1.796E-07      1.262E-06      5.858E-05      5.858E-05     -2.031E+01      3.385E+00      8.461E+00     -1.185E+01     -1.185E+01      4.315E-14      5.357E-14      5.876E-05      5.876E-05      5.876E-05      8.576E-07      5.670E-10      5.670E-10      1.065E-09      8.668E-07      4.727E-07      8.668E-07      4.727E-07      5.687E-10      3.036E-12      3.040E-12     -3.052E-12      3.145E-12      5.924E-05      3.625E-07      3.625E-07      3.625E-07      4.951E-07      4.951E-07      4.951E-07      6.770E-12      6.770E-12      6.225E-13      6.225E-13      1.130E-09      1.010E-05     -4.567E-05     -7.043E-07      3.795E-07      3.828E-07      3.828E-07      9.511E-05      9.511E-05      9.511E-05      4.449E-08      4.395E-18      9.955E-16      5.316E-09      5.316E-09      4.811E-13      4.210E-19      4.868E-19      4.873E-19     -4.873E-19      4.738E-07      4.738E-07      4.738E-07      2.522E-12      2.534E-12      1.676E-17      5.204E-17      3.398E-09      5.923E-05      3.625E-07      3.625E-07      3.625E-07      4.951E-07      4.951E-07      4.951E-07      5.476E-07      5.486E-07      5.487E-07      4.100E-07      4.102E-07      5.161E-10      4.710E-09     -1.361E-05     -1.844E-06      1.140E-06      8.103E-09      8.055E-10      3.768E-13      8.466E-11      7.237E-09      2.573E-05      2.573E-05      2.573E-05     -2.359E-06     -1.015E-06      1.291E-20      5.286E-19      7.862E-13      7.862E-13      7.862E-13     -7.861E-13     -7.861E-13      3.635E-22      3.657E-22      4.515E-05      1.399E-05      9.188E-16      9.190E-16      5.913E-05      5.914E-05      5.914E-05      9.989E-08     -3.137E-15      1.918E-10      9.970E-08      1.918E-10      1.918E-10      1.620E-11      3.625E-07      3.625E-07      1.641E-07      1.641E-07      4.951E-07      4.952E-07      4.952E-07      4.952E-07      4.952E-07      1.985E-07      1.985E-07      1.985E-07      2.256E-05      8.047E-09      8.047E-09      1.972E-13      8.132E-09      8.043E-09      8.043E-09     -6.738E-16      8.132E-09      1.280E-05      1.293E-05      3.681E-22     -2.396E-24      8.300E-23      1.509E-05      2.555E-15     -3.678E-05      3.561E-05      3.561E-05     -4.753E-05      2.189E-05      1.488E-07      5.393E-05      3.884E-05      1.875E-13     -2.143E-09     -1.386E-08      3.851E-09      3.852E-09
         46.001         559.650       5.036E-01      1.602E-07      1.247E-06      4.700E-05      4.700E-05     -2.152E+01      3.582E+00      8.963E+00     -1.255E+01     -1.255E+01      3.470E-14      4.307E-14      4.733E-05      4.733E-05      4.733E-05      6.820E-07      4.093E-10      4.093E-10      1.165E-09      8.522E-07      4.650E-07      8.522E-07      4.650E-07      4.105E-10      2.656E-12      2.668E-12     -2.708E-12      2.758E-12      4.780E-05      2.953E-07      2.953E-07      2.953E-07      3.867E-07      3.867E-07      3.867E-07      5.027E-12      5.027E-12      4.533E-13      4.533E-13      8.156E-10      8.630E-06     -4.153E-05     -9.069E-07      3.321E-07      3.348E-07      3.348E-07      8.125E-05      8.125E-05      8.125E-05      3.454E-08      3.188E-18      3.526E-15      4.571E-09      4.571E-09      3.979E-13      4.165E-19      4.742E-19      4.759E-19     -4.761E-19      4.662E-07      4.662E-07      4.662E-07      2.225E-12      2.268E-12     -9.187E-17      5.128E-17      2.898E-09      4.779E-05      2.953E-07      2.953E-07      2.953E-07      3.867E-07      3.867E-07      3.867E-07      4.489E-07      4.497E-07      4.498E-07      3.062E-07      3.064E-07      5.242E-10      4.774E-09     -1.903E-05     -2.032E-06      1.125E-06      7.582E-09      6.859E-10      3.962E-13      7.987E-11      6.800E-09      2.356E-05      2.356E-05      2.356E-05     -2.571E-06     -1.029E-06      9.990E-21      5.109E-19      6.115E-13      6.115E-13      6.115E-13     -6.114E-13     -6.114E-13      2.736E-22      2.832E-22      3.643E-05      1.130E-05      7.725E-16      7.727E-16      4.772E-05      4.772E-05      4.772E-05      7.309E-08     -2.062E-15      1.419E-10      7.294E-08      1.419E-10      1.419E-10      1.335E-11      2.953E-07      2.953E-07      1.261E-07      1.261E-07      3.867E-07      3.867E-07      3.867E-07      3.867E-07      3.867E-07      1.692E-07      1.692E-07      1.692E-07      1.998E-05      7.489E-09      7.489E-09      1.818E-13      7.569E-09      7.486E-09      7.486E-09     -5.761E-16      7.569E-09      1.172E-05      1.184E-05      2.858E-22     -2.520E-24      3.814E-22      1.416E-05      3.050E-15     -2.776E-05      3.855E-05      3.855E-05     -2.178E-04      2.174E-05      1.552E-07      5.020E-05      3.604E-05      1.868E-13     -5.070E-10     -4.821E-08      3.408E-09      3.408E-09
