        Time(s)         Temp(K)     Mc(t)/Mc(o)            HMX        INT249a         t_HONO             NO         ONTNTA            NO2        INT295a         c_HONO          ONNO2            H2O        INT202a        INT202c        INT296a     INT296a_RO        INT206e            N2O        INT325a        INT248a        INT233a        INT279a        INT279b        INT101a     INT202c_RO     INT128a_RO        CH2NNO2        INT128a            TAZ        INT132a    INT325a_RO1        INT235b        INT189b    INT325a_RO2        INT251c        INT205c        INT148a        CH2NCHO         INT91a        INT177a        INT120b           CH2O            HCN           CH2N         CH2NNO        INT121a        INT150a         INT75a         INT74a          CH2NH        INT186b     INT186b_RO        INT112c        INT112a        INT280a     INT280a_RO        INT232a    INT233a_RO1        INT159a       CH2NHCHO         INT86a        INT265a     INT235a_RO        INT161a        INT281a        INT251d        INT177b        INT133a    INT103c_cis            HNO             CO         CH2NCO         INT76a         NH2CHO          NH2NO        INT105a         INT75f            N2H        INT206a        INT206b        INT235a     INT159a_RO         INT85d          HCOOH         INT88d        INT162b        INT132d         INT85b        INT161f        INT131b         INT87d        INT115a        INT114a        INT131a        INT207a        INT177c        INT103e        INT191b        INT161b           HNCO         INT90b            CO2           ONNH          NH2CO         INT84f           OCHO            HCO         INT77a           HOCO       CH2NCOOH             N2
         56.001         562.150       2.669E-01     -1.750E-05     -2.357E-12      4.770E-03      6.872E-04     -6.271E-08      6.425E-04     -1.206E-11     -4.839E-03     -6.456E-04      3.555E-05     -2.202E-13     -1.879E-13      5.081E-12     -2.258E-08      2.259E-08      6.234E-05     -8.598E-14     -6.955E-17     -2.370E-14     -5.477E-13     -3.065E-13     -2.379E-14     -2.106E-15     -6.664E-15     -8.583E-09     -3.768E-14      1.574E-12     -4.125E-12      6.028E-13     -5.853E-13     -5.870E-12     -5.685E-14      2.563E-14     -3.711E-12     -1.683E-17     -2.483E-12     -2.481E-13     -2.017E-19      5.988E-11      1.050E-04     -3.013E-05      3.954E-11     -5.261E-12     -1.312E-09     -1.019E-10     -9.486E-16     -2.033E-15     -2.502E-11     -4.244E-20     -5.624E-22     -8.826E-23     -1.689E-20      1.282E-14     -1.032E-10     -9.704E-15     -4.554E-17     -1.431E-18     -3.633E-12     -3.079E-11     -3.185E-13      2.811E-12     -2.727E-12      2.372E-14     -5.607E-14      2.552E-14     -3.336E-10     -2.042E-11     -1.535E-10      2.009E-05     -3.721E-11      1.794E-11      1.762E-12      2.707E-14     -1.801E-10      1.804E-12     -3.589E-11      7.564E-19     -2.901E-16     -1.360E-18     -6.551E-24      3.273E-29      1.345E-05     -6.805E-20     -2.581E-10     -6.313E-12     -1.033E-14     -2.627E-16     -1.213E-17     -5.165E-13     -1.282E-12     -7.388E-14     -6.827E-12     -8.361E-13     -8.466E-14      2.509E-14     -4.903E-13     -8.598E-15      1.793E-12     -1.982E-15      3.061E-05     -2.135E-13     -1.520E-14     -1.952E-22     -4.037E-11     -6.874E-05     -1.752E-09     -1.338E-08     -3.492E-13      3.807E-05
         58.001         562.650       2.308E-01     -1.455E-05      1.126E-12      2.639E-03      1.309E-03     -6.784E-08      1.239E-03     -6.889E-12     -2.668E-03     -1.276E-03      2.714E-05     -1.607E-13     -1.776E-13      7.073E-11     -2.289E-07      2.298E-07      5.524E-05     -1.176E-13     -5.683E-17     -3.741E-15     -4.743E-13     -2.642E-13     -1.736E-14     -9.320E-16     -3.401E-15     -7.952E-09     -3.594E-14      1.436E-12     -1.171E-12      2.564E-12     -2.478E-12     -4.579E-12     -1.748E-13      1.147E-13     -3.357E-12     -3.823E-17     -1.852E-12     -2.068E-13     -3.991E-19     -6.704E-11      6.559E-05     -3.203E-05      3.570E-10     -1.892E-10     -1.233E-09      9.848E-12      5.037E-16     -1.186E-15     -8.448E-11     -4.225E-20     -3.426E-22     -5.574E-23     -1.658E-20     -1.248E-14     -1.066E-09      9.304E-16     -2.461E-17     -1.278E-17     -1.174E-11     -2.996E-11     -1.230E-12      2.482E-11     -2.414E-11      3.977E-13     -1.543E-13      1.138E-13     -2.736E-10     -1.432E-11     -4.775E-10      1.961E-05     -3.760E-11      5.983E-11      2.496E-12      6.033E-14     -1.635E-10     -2.763E-12     -1.123E-11      7.800E-18     -2.727E-15     -5.404E-18     -5.124E-23      2.750E-28      1.463E-05     -5.811E-20     -2.111E-10     -2.355E-12      2.001E-15     -2.346E-16     -1.263E-18     -8.805E-13     -7.507E-13     -2.459E-13     -5.864E-12     -2.319E-13     -2.253E-13      1.120E-13     -6.186E-13      7.676E-14      2.676E-12     -3.505E-17      2.727E-05     -3.840E-13     -3.082E-14     -1.155E-22     -6.863E-11     -3.659E-05     -1.887E-09     -6.936E-09     -3.411E-13      3.549E-05
         60.001         563.150       1.984E-01     -1.218E-05     -1.014E-11     -5.891E-04     -1.074E-03     -7.604E-08     -1.137E-03      1.259E-13      5.586E-04      1.104E-03      2.328E-05     -1.184E-13     -1.639E-13     -1.487E-10      4.488E-07     -4.508E-07      4.816E-05      1.513E-13      8.302E-17     -1.274E-13      1.493E-13      8.452E-14     -1.289E-14      2.318E-16      1.092E-15     -7.653E-09     -3.628E-14      1.319E-12      1.633E-13     -2.350E-12      2.269E-12     -4.790E-12      1.393E-13     -1.028E-13     -2.030E-12      2.831E-17     -1.621E-12     -1.709E-13      1.707E-19     -4.520E-11      6.059E-05     -3.334E-05      6.641E-10     -4.122E-10     -1.177E-09      3.449E-11      1.319E-15     -5.045E-16     -2.343E-10     -4.302E-20      4.244E-23      8.944E-24     -1.663E-20      1.102E-13      2.103E-09      4.468E-15     -6.267E-18      2.495E-17     -2.770E-12     -2.599E-11      1.435E-12     -4.529E-11      4.427E-11     -4.476E-13      1.264E-13     -1.016E-13     -2.380E-10      4.034E-12     -5.662E-10      1.917E-05     -4.595E-11      1.283E-10      3.473E-12      8.497E-14     -1.383E-10      7.034E-12     -2.744E-11     -1.599E-17      5.272E-15      8.322E-18      9.234E-23     -5.049E-28      1.573E-05     -4.999E-20     -1.786E-10     -2.166E-13     -7.188E-16     -1.143E-16      1.982E-18     -7.065E-13     -1.633E-12      2.652E-13     -4.095E-12     -1.051E-12      1.921E-13     -9.921E-14     -1.280E-14     -9.530E-14      3.621E-12      2.876E-15      2.421E-05     -4.191E-13     -6.106E-14      7.217E-24     -5.827E-11     -3.731E-05     -1.988E-09     -5.712E-09     -3.436E-13      3.377E-05
         62.001         563.650       1.694E-01     -1.028E-05      1.558E-13      1.002E-02     -3.280E-04     -8.789E-08     -3.303E-04     -1.282E-11     -1.012E-02      3.646E-04      3.116E-05     -8.803E-14     -1.150E-13      1.443E-10     -4.516E-07      4.513E-07      4.334E-05     -1.003E-13     -7.150E-17     -1.859E-14     -1.073E-12     -6.042E-13     -9.584E-15     -3.748E-15     -1.174E-14     -7.696E-09     -1.999E-14      1.219E-12     -6.184E-12     -1.070E-13      1.025E-13     -3.689E-12     -2.048E-15     -8.802E-15     -1.931E-12     -1.740E-17     -1.443E-12     -2.830E-13     -1.572E-19      2.459E-10      1.073E-04     -3.414E-05     -4.672E-10      2.942E-10     -1.134E-09     -2.697E-10     -3.903E-15     -3.902E-15      9.292E-11     -4.258E-20     -1.548E-21     -2.441E-22     -1.667E-20      5.928E-15      3.559E-11     -2.510E-14     -1.216E-16     -4.609E-20      1.786E-12     -1.542E-11     -5.682E-14     -6.514E-14      4.091E-14     -8.823E-14     -9.867E-15     -8.663E-15     -1.707E-10     -2.003E-11      1.641E-10      1.875E-05     -5.945E-11     -5.059E-11      4.710E-12      2.020E-13     -1.900E-10     -7.167E-11      1.788E-10     -1.539E-18      7.922E-14     -3.795E-19     -9.234E-25      6.204E-30      1.668E-05     -4.403E-20     -1.473E-10     -8.506E-12     -1.251E-14     -9.165E-17     -1.348E-17     -2.355E-13     -9.089E-13     -1.832E-14     -3.637E-12     -5.041E-13     -2.330E-14     -8.542E-15     -2.681E-13     -2.802E-14      4.528E-12     -7.734E-15      2.143E-05      1.302E-13      8.929E-14     -5.092E-22     -2.605E-11     -8.850E-05     -2.105E-09     -1.858E-08     -3.542E-13      3.271E-05
         64.001         564.150       1.437E-01     -8.738E-06     -3.027E-12      7.918E-03     -1.417E-04     -1.041E-07     -1.650E-04     -8.719E-12     -7.990E-03      1.715E-04      2.555E-05     -6.608E-14     -1.074E-13     -3.061E-10      9.251E-07     -9.247E-07      3.679E-05      2.112E-14      9.459E-18     -1.248E-14     -8.981E-13     -5.051E-13     -7.245E-15     -2.862E-15     -8.903E-15     -7.632E-09     -1.991E-14      1.134E-12     -4.043E-12      3.347E-13     -3.285E-13     -3.208E-12     -3.597E-14      1.873E-14     -1.753E-12      4.443E-18     -7.759E-13     -2.589E-13      9.429E-20      1.843E-10      7.593E-05     -3.451E-05     -1.690E-10      1.204E-10     -1.097E-09     -2.108E-10     -2.572E-15     -3.248E-15      1.086E-11     -4.466E-20     -1.382E-21     -2.184E-22     -1.730E-20     -5.483E-15     -1.456E-10     -2.066E-14     -1.070E-16     -1.042E-18     -2.429E-12     -1.778E-11     -1.015E-13      1.671E-12     -1.654E-12      5.700E-14     -3.888E-14      1.862E-14     -1.410E-10     -1.468E-11     -1.161E-10      1.835E-05     -8.396E-11     -5.258E-14      1.129E-12     -4.324E-13     -1.912E-10      1.521E-09     -5.249E-09     -5.542E-19      6.235E-14     -6.329E-19     -3.834E-24      1.904E-29      1.741E-05     -3.892E-20     -1.214E-10     -5.609E-12     -4.275E-15     -7.727E-17     -8.529E-18     -9.816E-13     -8.033E-13     -2.066E-14     -3.187E-12     -2.599E-13     -6.322E-14      1.837E-14     -2.344E-13     -1.423E-14      9.062E-12     -3.229E-14      1.892E-05     -6.177E-12      1.902E-12     -4.302E-22     -2.402E-12     -6.070E-05     -2.160E-09     -1.296E-08     -3.653E-13      3.217E-05
         66.001         564.650       1.210E-01     -7.488E-06     -1.547E-12      8.044E-03      1.508E-03     -1.257E-07      1.498E-03     -6.705E-12     -8.124E-03     -1.481E-03      2.494E-05     -5.013E-14     -9.458E-14     -1.311E-12      2.509E-12     -3.421E-11      3.300E-05     -1.878E-14     -1.381E-17     -4.804E-14     -9.383E-13     -5.292E-13     -5.500E-15     -2.861E-15     -8.941E-15     -7.720E-09     -1.742E-14      1.062E-12     -5.228E-12      8.458E-15     -9.843E-15     -2.866E-12     -8.277E-15      3.325E-16     -1.433E-12     -3.131E-18     -7.718E-13     -2.477E-13     -1.023E-20      1.217E-10      7.725E-05     -3.453E-05     -2.890E-10      1.998E-10     -1.060E-09     -1.488E-10     -3.029E-15     -3.410E-15     -2.737E-11     -4.712E-20     -1.641E-21     -2.585E-22     -1.818E-20      2.430E-14     -1.455E-15     -2.252E-14     -1.262E-16     -5.011E-20     -1.614E-12     -1.623E-11     -2.649E-14     -4.825E-15     -9.609E-15     -2.191E-14     -1.178E-14      3.602E-16     -1.151E-10     -1.288E-11     -5.061E-11      1.796E-05     -1.141E-10      3.293E-11      8.618E-12      1.875E-13     -2.022E-10     -1.911E-11      8.453E-14     -2.071E-17      4.943E-14     -2.332E-19     -6.462E-25      4.069E-30      1.793E-05     -3.486E-20     -1.023E-10     -5.553E-12     -3.580E-15     -5.102E-17     -5.894E-18     -6.911E-13     -7.560E-13     -3.054E-15     -2.661E-12     -2.797E-13     -2.238E-14      3.630E-16     -1.765E-13     -1.796E-14      7.089E-12     -4.629E-15      1.667E-05     -1.664E-13     -2.576E-14     -4.679E-22     -2.607E-11     -6.479E-05     -2.200E-09     -1.349E-08     -3.805E-13      3.200E-05
         68.001         565.150       1.011E-01     -6.470E-06     -1.225E-12      1.521E-02     -9.255E-04     -1.538E-07     -8.919E-04     -1.226E-11     -1.534E-02      9.543E-04      2.780E-05     -3.841E-14     -6.374E-14     -2.378E-12      5.261E-14     -2.302E-11      2.870E-05     -4.340E-14     -3.425E-17     -1.910E-13     -2.878E-12     -1.607E-12     -4.223E-15     -5.401E-15     -1.656E-14     -7.777E-09     -7.699E-15      1.001E-12     -1.546E-11     -1.356E-14      1.177E-14     -2.551E-12     -7.533E-15     -1.148E-15     -1.225E-12     -9.710E-18     -1.103E-13     -3.072E-13     -6.231E-20      2.195E-10      1.103E-04     -3.429E-05     -5.877E-10      4.309E-10     -1.019E-09     -2.503E-10     -5.984E-15     -5.970E-15      3.882E-11     -4.881E-20     -3.503E-21     -5.450E-22     -1.913E-20      1.558E-13      1.219E-13     -4.146E-14     -2.794E-16     -3.857E-20     -1.175E-12     -1.204E-11     -2.328E-14     -3.318E-14      1.121E-14     -3.163E-14     -1.359E-14     -1.118E-15     -8.467E-11     -2.139E-11     -1.409E-10      1.758E-05     -1.530E-10     -3.979E-12      1.178E-11      2.876E-13     -2.256E-10     -5.351E-11      5.106E-11     -1.382E-16      3.960E-14     -1.941E-19     -1.047E-24     -2.518E-30      1.825E-05     -3.177E-20     -8.597E-11     -8.994E-12     -8.492E-15     -4.088E-17     -6.584E-18     -1.191E-12     -6.771E-13     -6.591E-15     -2.288E-12     -2.296E-13     -2.984E-14     -1.114E-15     -1.390E-13     -2.839E-14      8.404E-12     -1.545E-14      1.466E-05     -3.228E-13     -7.458E-14     -9.361E-22     -5.132E-11     -9.997E-05     -2.241E-09     -2.252E-08     -3.949E-13      3.210E-05
         70.001         565.650       8.388E-02     -5.636E-06      1.167E-12      5.373E-04     -1.409E-03     -1.898E-07     -1.454E-03     -3.867E-12     -5.597E-04      1.426E-03      1.767E-05     -2.976E-14     -1.088E-13     -2.142E-12     -7.632E-12     -1.991E-11      2.481E-05     -4.325E-14     -3.430E-17     -4.145E-13     -8.609E-13     -4.711E-13     -3.247E-15      7.783E-17      4.349E-16     -7.869E-09     -2.292E-14      9.502E-13     -1.622E-11     -6.903E-14      6.879E-14     -2.317E-12      9.442E-15     -9.271E-15     -1.071E-12     -2.272E-17     -1.172E-12     -1.600E-13     -1.566E-19     -1.720E-11      2.209E-05     -3.386E-05      2.083E-10     -1.613E-10     -9.718E-10     -1.556E-11      1.014E-15     -5.885E-16     -3.760E-11     -5.682E-20      2.727E-23      3.554E-24     -2.127E-20      3.909E-13     -7.771E-14      6.126E-15     -3.923E-17      6.840E-20     -1.408E-12     -1.433E-11     -3.294E-14     -6.234E-14      6.809E-14     -4.663E-14      9.704E-15     -9.176E-15     -9.040E-11      1.465E-12     -3.386E-10      1.721E-05     -2.034E-10      4.859E-11      1.575E-11      2.896E-13     -2.714E-10      4.748E-12     -1.560E-11     -2.560E-16      3.206E-14     -1.187E-19      2.514E-25      9.781E-30      1.836E-05     -2.880E-20     -7.951E-11      1.309E-12     -2.725E-15     -5.512E-17      5.771E-18      3.939E-15     -6.352E-13     -5.471E-15     -2.006E-12     -2.223E-13      1.499E-14     -9.036E-15     -1.263E-13      6.110E-15      9.965E-12      1.856E-15      1.288E-05     -2.297E-13     -6.754E-14     -4.039E-23     -1.650E-11     -1.336E-05     -2.196E-09     -2.535E-09     -4.145E-13      3.236E-05
         72.001         566.150       6.904E-02     -4.951E-06      4.039E-12      3.541E-03      9.411E-04     -2.357E-07      9.017E-04     -3.696E-12     -3.583E-03     -9.169E-04      2.700E-05     -2.325E-14     -8.875E-14     -5.791E-12      1.512E-10     -1.638E-10      2.132E-05     -1.241E-13     -5.225E-17      3.198E-13     -3.314E-12     -1.822E-12     -2.617E-15     -1.197E-15     -2.630E-15     -7.979E-09     -1.833E-14      9.087E-13     -2.669E-11      5.039E-13     -4.886E-13     -1.958E-12     -3.545E-14      2.356E-14     -1.029E-12      2.497E-17     -1.223E-12     -2.970E-13      1.581E-19      4.150E-10      1.875E-05     -3.329E-05      2.391E-10     -2.627E-10     -9.174E-10     -3.708E-10      3.119E-16     -2.310E-15     -1.448E-10     -6.137E-20     -9.131E-22     -1.257E-22     -2.310E-20     -3.520E-13     -7.859E-12     -5.861E-15     -6.985E-17     -1.967E-19      5.343E-12     -8.585E-12     -2.042E-13      4.595E-13     -4.351E-13      5.810E-14     -4.671E-14      2.340E-14     -7.231E-11     -3.368E-12     -1.551E-10      1.683E-05     -2.625E-10      6.728E-11      2.098E-11      3.333E-13     -2.495E-10     -1.391E-11     -4.437E-11     -3.731E-16      2.628E-14     -2.335E-19     -3.418E-25     -1.101E-28      1.833E-05     -2.670E-20     -7.125E-11     -2.697E-12     -7.201E-15      9.236E-18     -2.632E-17      2.707E-13     -4.289E-13     -5.217E-14     -1.862E-12     -4.817E-14     -7.685E-14      2.304E-14     -2.329E-13      3.488E-14      1.164E-11     -1.852E-15      1.130E-05     -2.096E-13     -5.674E-14     -2.573E-22     -9.111E-12     -1.116E-05     -2.180E-09     -1.739E-09     -4.269E-13      3.272E-05
         74.001         566.650       5.636E-02     -4.386E-06     -2.590E-12      5.754E-03     -5.055E-04     -2.937E-07     -4.896E-04     -4.749E-12     -5.867E-03      5.380E-04      3.716E-05     -1.835E-14     -8.040E-14     -1.484E-13      1.369E-09     -1.315E-09      1.823E-05     -8.538E-14     -1.587E-17      6.349E-14     -5.083E-12     -2.795E-12     -2.161E-15     -1.999E-15     -4.739E-15     -7.875E-09     -1.493E-14      8.762E-13     -3.665E-11      3.051E-12     -2.950E-12     -1.334E-12     -2.022E-13      1.459E-13     -1.469E-12      5.483E-17     -6.286E-13     -6.509E-13      3.157E-19      1.110E-09      6.603E-05     -3.263E-05      1.417E-09     -9.587E-10     -8.560E-10     -9.508E-10      8.935E-15     -4.317E-15     -1.181E-09     -6.675E-20     -2.159E-21     -2.648E-22     -2.535E-20     -1.085E-13     -6.879E-11     -7.599E-15     -1.797E-16     -1.264E-18      5.481E-13     -1.510E-11     -8.340E-13      2.588E-12     -2.389E-12      6.919E-13     -2.654E-13      1.448E-13     -7.348E-11      8.241E-12     -9.203E-10      1.644E-05     -3.350E-10      8.302E-10      2.725E-11      2.545E-13     -8.588E-11      4.758E-11     -3.519E-10     -4.899E-16      2.186E-14     -8.472E-19     -2.683E-24     -2.334E-28      1.818E-05     -2.479E-20     -5.355E-11     -5.466E-12     -4.086E-16      6.337E-17     -6.892E-17     -5.537E-13      6.988E-14     -1.880E-13     -2.217E-12      7.573E-13     -4.435E-13      1.429E-13     -7.002E-13      2.852E-13      1.378E-11      1.868E-14      9.920E-06     -8.921E-13      1.415E-13     -4.135E-22     -4.736E-11     -5.920E-05     -2.144E-09     -1.278E-08     -4.317E-13      3.312E-05
         76.001         567.150       4.563E-02     -3.918E-06     -1.120E-12      2.704E-03     -7.208E-04     -3.665E-07     -7.186E-04     -2.588E-12     -2.774E-03      7.388E-04      2.457E-05     -1.464E-14     -1.014E-13     -2.504E-12      4.720E-09     -4.495E-09      1.554E-05     -2.041E-13     -1.172E-17      1.574E-12     -7.622E-12     -4.177E-12     -1.847E-15     -2.401E-16      5.050E-16     -7.769E-09     -1.908E-14      8.526E-13     -4.514E-11      9.733E-12     -9.405E-12      1.310E-13     -6.421E-13      4.701E-13     -2.707E-12      7.494E-17     -1.549E-12     -1.269E-12      4.465E-19      2.141E-09      4.502E-05     -3.190E-05      2.620E-09     -1.702E-09     -7.897E-10     -1.911E-09      1.948E-14     -3.808E-15     -1.709E-09     -7.602E-20     -8.169E-22     -7.747E-23     -2.841E-20     -1.612E-12     -2.346E-10      1.650E-14     -4.773E-18     -3.610E-18      3.986E-12     -2.540E-11     -2.640E-12      8.112E-12     -7.434E-12      2.264E-12     -8.452E-13      4.667E-13     -1.034E-10      4.550E-11     -1.548E-09      1.604E-05     -4.192E-10      1.257E-09      3.651E-11      5.554E-13     -2.864E-11     -3.652E-11     -1.413E-10     -6.060E-16      1.848E-14     -2.544E-18     -6.831E-24     -2.586E-28      1.792E-05     -2.304E-20     -3.598E-11     -5.403E-12      1.017E-14      1.093E-16     -1.189E-16      6.548E-13      1.443E-12     -5.867E-13     -3.381E-12      2.738E-12     -1.418E-12      4.605E-13     -2.082E-12      9.759E-13      1.490E-11      2.631E-14      8.709E-06     -4.072E-13      4.917E-13     -2.071E-22     -8.152E-11     -3.863E-05     -2.077E-09     -7.002E-09     -4.319E-13      3.351E-05
         78.000         567.650       3.662E-02     -3.531E-06     -4.442E-12      1.769E-03     -2.502E-03     -4.579E-07     -2.513E-03     -2.919E-12     -1.811E-03      2.513E-03      1.926E-05     -1.191E-14     -4.762E-14     -1.702E-11      4.539E-08     -4.296E-08      1.318E-05     -3.069E-13      7.842E-18     -5.371E-13     -1.102E-11     -6.031E-12     -1.368E-15     -1.599E-15     -2.203E-15     -8.098E-09     -1.547E-14      8.381E-13     -4.958E-11      2.008E-11     -1.937E-11      2.216E-12     -1.394E-12      1.035E-12     -4.702E-12      1.776E-17     -4.134E-12     -4.632E-13      9.824E-20      8.853E-11      2.479E-05     -3.112E-05     -2.112E-09      2.817E-10     -7.247E-10     -5.715E-11     -1.479E-14     -2.093E-15      2.976E-09     -8.714E-20      8.632E-22      1.172E-22     -3.203E-20      4.958E-13     -2.415E-09     -3.181E-14     -1.191E-16      6.860E-18      3.264E-12     -2.015E-11     -5.352E-12     -2.439E-12      3.850E-12      4.801E-12     -1.887E-12      1.029E-12     -7.338E-11      2.039E-11      2.001E-09      1.563E-05     -4.888E-10     -2.292E-09      5.517E-11      2.864E-12     -7.083E-10     -8.223E-10      2.754E-09     -7.306E-16      1.592E-14      5.556E-19      1.858E-23     -9.366E-29      1.758E-05     -2.269E-20     -3.869E-11     -2.539E-12      5.950E-15     -5.999E-18     -1.127E-18      4.418E-12      3.467E-12     -1.154E-12     -5.289E-12      6.039E-12     -3.239E-12      1.018E-12     -4.401E-12      2.274E-12      1.042E-11     -9.154E-14      7.653E-06      4.770E-12     -5.121E-13     -1.245E-22     -1.230E-10     -1.857E-05     -2.070E-09     -2.300E-09     -4.874E-13      3.385E-05
         80.000         568.150       2.913E-02     -3.207E-06     -1.839E-11      8.661E-03     -3.635E-04     -5.724E-07     -3.363E-04     -4.789E-12     -8.751E-03      3.785E-04      2.464E-05     -9.857E-15     -5.052E-14     -1.559E-09      2.660E-06     -2.526E-06      8.620E-06     -7.225E-12      9.499E-17     -1.081E-12     -1.760E-11     -9.678E-12     -8.546E-16     -5.761E-16     -8.826E-15     -1.011E-08     -8.118E-15      8.331E-13     -5.695E-11      4.205E-10     -4.053E-10      8.145E-11     -2.992E-11      2.236E-11     -8.303E-11      2.249E-16     -8.435E-12      2.880E-12      1.385E-18     -7.638E-09      6.058E-05     -3.028E-05     -2.573E-08      9.121E-09     -6.661E-10      6.903E-09     -1.942E-13      2.156E-15      3.514E-08     -9.575E-20     -1.737E-21     -4.548E-22     -3.553E-20      9.685E-13     -1.316E-07     -2.664E-14     -4.707E-16      7.100E-16      9.489E-12      1.880E-10     -1.091E-10     -8.371E-10      8.632E-10      1.012E-10     -4.115E-11      2.221E-11      3.342E-10     -3.830E-10      2.018E-08      1.521E-05     -4.863E-10     -2.702E-08      3.997E-11     -1.670E-12     -4.804E-09     -4.250E-10      2.351E-09     -1.312E-15      1.461E-14      2.903E-16      1.676E-21     -4.015E-27      1.722E-05     -2.771E-20     -2.396E-10     -3.824E-12     -1.828E-13     -2.156E-16      1.992E-16     -4.211E-12      8.221E-11     -2.378E-11     -8.336E-11      1.312E-10     -7.129E-11      2.195E-11     -9.341E-11      5.038E-11      2.842E-11     -8.290E-13      6.735E-06      4.649E-12      1.273E-11     -7.000E-22      2.650E-11     -5.432E-05     -2.240E-09     -8.289E-09     -7.308E-13      3.427E-05
         82.000         568.650       2.295E-02     -2.937E-06     -1.052E-12      2.917E-03      1.749E-04     -7.160E-07      1.735E-04     -9.630E-13     -2.941E-03     -1.773E-04      8.456E-06     -8.168E-15     -6.483E-14     -1.900E-13      5.656E-13     -1.214E-11      9.665E-06     -2.025E-15     -1.965E-18     -1.583E-13     -5.793E-13     -3.318E-13     -9.160E-16     -1.248E-15     -3.784E-15     -7.474E-09     -1.259E-14      8.386E-13     -9.344E-13      6.633E-16     -6.458E-16     -1.571E-12     -1.089E-15      5.200E-17     -6.699E-13     -9.104E-20     -6.842E-13     -1.227E-13      4.718E-23      1.436E-11      2.480E-05     -2.942E-05     -2.941E-10     -7.223E-11     -5.908E-10     -2.073E-11     -2.140E-15     -2.067E-15      1.100E-11     -1.079E-19     -2.907E-21     -4.536E-22     -4.039E-20      7.320E-14      1.900E-14     -9.120E-15     -2.063E-16     -1.138E-20     -7.734E-13     -1.390E-11     -5.044E-15     -1.211E-15     -6.506E-16     -4.058E-15     -1.499E-15      5.879E-17     -3.992E-11     -3.192E-12      3.427E-12      1.479E-05     -6.887E-10      1.858E-11      7.788E-11     -4.430E-13     -4.056E-10     -1.442E-11      5.629E-12      1.120E-22      1.163E-14     -4.067E-20     -1.610E-25      3.165E-30      1.683E-05     -2.196E-20     -3.798E-11     -1.495E-12     -8.311E-16     -6.793E-18     -5.395E-19     -4.657E-13     -4.495E-13     -3.865E-16     -1.236E-12     -5.477E-14     -2.925E-15      5.853E-17     -4.295E-14     -2.838E-15      2.255E-11     -7.275E-15      5.940E-06     -7.569E-14     -2.881E-14     -2.573E-22     -6.268E-12     -1.831E-05     -1.968E-09     -3.773E-09     -5.097E-13      3.438E-05
         84.000         569.150       1.791E-02     -2.710E-06     -3.588E-13      3.507E-05      8.475E-06     -8.967E-07     -1.212E-06     -1.695E-14     -3.849E-05     -1.616E-05      4.279E-06     -6.923E-15     -7.314E-14     -4.141E-13     -1.766E-13     -1.175E-11      8.362E-06     -5.415E-15     -1.618E-18      1.033E-13     -4.344E-13     -2.394E-13     -7.771E-16      3.827E-18     -6.176E-17     -7.216E-09     -1.591E-14      8.560E-13      4.346E-15     -4.886E-16      3.960E-16     -1.527E-12     -3.844E-16     -2.127E-16     -6.439E-13     -1.913E-19     -1.247E-12     -9.133E-14     -6.360E-22     -5.035E-12      1.248E-05     -2.849E-05     -6.763E-11     -3.793E-10     -5.262E-10     -8.063E-13     -1.178E-15     -7.898E-16      1.259E-10     -1.266E-19      7.577E-23      4.085E-24     -4.657E-20     -1.507E-13     -3.203E-14     -2.371E-16      1.162E-17     -3.085E-21      2.046E-13     -1.287E-11     -7.408E-15     -3.833E-16      3.809E-16     -5.997E-15     -2.289E-16     -2.017E-16     -4.058E-11      8.982E-16      9.153E-11      1.437E-05     -8.024E-10     -7.929E-11      9.837E-11     -9.599E-13     -4.401E-10     -5.059E-12      1.694E-11     -3.455E-21      1.052E-14     -3.220E-20      1.962E-26      2.828E-29      1.645E-05     -2.185E-20     -3.816E-11     -6.394E-15     -1.149E-15     -6.537E-18      2.066E-20      2.562E-14     -4.374E-13     -7.137E-16     -1.189E-12     -5.051E-14     -1.891E-17     -1.939E-16     -4.064E-14     -5.928E-17      2.502E-11     -1.028E-15      5.253E-06      3.559E-14      7.497E-16     -1.377E-23      9.462E-13     -5.620E-06     -1.899E-09     -6.705E-10     -5.227E-13      3.456E-05
